scenario,method,rho,sigma_2,rep,euclidean_dist,max_abs_coef_diff,cosine_similarity,prediction_mse,prediction_mae,prediction_corr
cart_N1000_p10_rho0.6_sigma1.5_rep12,cart,0.6,1.5,12,1.067737939014842,0.4890571952281144,0.9474265281436897,1.2089709296548636,0.877655760189667,0.9961221317247714
cart_N1000_p10_rho0.6_sigma1.5_rep13,cart,0.6,1.5,13,1.0287793701139407,0.699448546983402,0.9505453250194049,0.9124258764833441,0.7643856484465973,0.9964340710764624
cart_N1000_p10_rho0.6_sigma1.5_rep14,cart,0.6,1.5,14,1.2433347902127745,0.9317248246686097,0.9315482578512371,0.9058176547900119,0.7602563355973463,0.9945508894798619
cart_N1000_p10_rho0.6_sigma1.5_rep15,cart,0.6,1.5,15,1.209024931745963,0.6644329295239482,0.9370395367453558,0.7109654029872807,0.6705102188908374,0.9951773223741182
cart_N1000_p10_rho0.6_sigma1.5_rep16,cart,0.6,1.5,16,1.0662731116421118,0.5917979024278666,0.9480027367177107,0.9421068562676357,0.7717410600474923,0.9963423999447153
cart_N1000_p10_rho0.6_sigma1.5_rep17,cart,0.6,1.5,17,0.8255718109538852,0.6413242757804838,0.96915267351111,0.5910853218504808,0.6153794781626329,0.9980504882854544
cart_N1000_p10_rho0.6_sigma1.5_rep18,cart,0.6,1.5,18,1.1150175104128242,0.47825851768894234,0.944601764781139,0.8311240416087893,0.7294037943457371,0.9962489660349406
cart_N1000_p10_rho0.6_sigma1.5_rep19,cart,0.6,1.5,19,1.338377506534025,0.7445572247160128,0.9208141451838594,1.1275108330082153,0.8516715915085992,0.9937321158683978
cart_N1000_p10_rho0.6_sigma1.5_rep2,cart,0.6,1.5,2,0.7974953138952623,0.41581678687020873,0.9707902070047768,0.5190091597972903,0.5765853055433238,0.9978925520162404
cart_N1000_p10_rho0.6_sigma1.5_rep20,cart,0.6,1.5,20,1.1397436835590073,0.7576919246236944,0.9418170958735705,0.8904117937977204,0.7517365834112109,0.9957436523448706
cart_N1000_p10_rho0.6_sigma1.5_rep21,cart,0.6,1.5,21,0.784140455507785,0.42858429904395956,0.971642438693154,0.4109545263005709,0.5135452797078502,0.9980523688261159
cart_N1000_p10_rho0.6_sigma1.5_rep22,cart,0.6,1.5,22,1.2488756226495465,0.8391903403210177,0.9303600662206852,0.9155396093051852,0.7636564600996351,0.994701454371624
cart_N1000_p10_rho0.6_sigma1.5_rep23,cart,0.6,1.5,23,1.2042385900269512,0.714221801488117,0.9358610279038376,0.9748114485718689,0.783784554647132,0.9953050690217767
cart_N1000_p10_rho0.6_sigma1.5_rep24,cart,0.6,1.5,24,0.8031463909500683,0.415795896063493,0.9702178916423635,0.5253411155208121,0.5779786223795988,0.9978954335075989
cart_N1000_p10_rho0.6_sigma1.5_rep25,cart,0.6,1.5,25,1.2203244162955345,0.5978033035511396,0.9315358310249893,1.0843019608091644,0.8310053277562661,0.9949332373118721
cart_N1000_p10_rho0.6_sigma1.5_rep26,cart,0.6,1.5,26,1.100214458838344,0.6834736771164942,0.9464489328287679,0.6973129180642387,0.6612566699713956,0.9959995498670203
cart_N1000_p10_rho0.6_sigma1.5_rep27,cart,0.6,1.5,27,0.9859242961564408,0.6206284761257912,0.9551717886906298,0.7666688932261457,0.7001570086621284,0.9969487068187715
cart_N1000_p10_rho0.6_sigma1.5_rep28,cart,0.6,1.5,28,0.9675511141944373,0.5815067548150739,0.9567716489603925,0.8508603346461239,0.7346891125648252,0.9967542112260296
cart_N1000_p10_rho0.6_sigma1.5_rep29,cart,0.6,1.5,29,1.0090102887804206,0.5205949330066599,0.9536558928940478,0.8187655935999665,0.7272561324737588,0.9965684316057928
cart_N1000_p10_rho0.6_sigma1.5_rep3,cart,0.6,1.5,3,1.1062171847333404,0.7490655292741679,0.9436265656334176,0.6921257530877576,0.6659541261488259,0.9958324069304634
cart_N1000_p10_rho0.6_sigma1.5_rep30,cart,0.6,1.5,30,1.1071971752846084,0.6441348821659765,0.943442410765747,1.0475022836134387,0.815326219703145,0.9959057783684054
cart_N1000_p10_rho0.6_sigma1.5_rep31,cart,0.6,1.5,31,0.8566934515413104,0.5600575561442338,0.9667124414222067,0.8006521344234626,0.7129225672869297,0.997825971466733
cart_N1000_p10_rho0.6_sigma1.5_rep32,cart,0.6,1.5,32,0.8487503083218808,0.5167138458065363,0.9667872253209655,0.7091146370562549,0.6713871485598284,0.9975351601154907
cart_N1000_p10_rho0.6_sigma1.5_rep33,cart,0.6,1.5,33,1.534145207503237,0.9661526846172799,0.899563777038435,1.296955620756514,0.9066480013970704,0.9920213561939354
cart_N1000_p10_rho0.6_sigma1.5_rep34,cart,0.6,1.5,34,1.0309174988341019,0.6642587785807095,0.9501061513116971,1.1594864506429707,0.8563802057222143,0.9963057536560221
cart_N1000_p10_rho0.6_sigma1.5_rep35,cart,0.6,1.5,35,1.258314222432268,0.6317148152533562,0.9313019185738965,0.7820911731196513,0.7035098071556557,0.9946266104705285
cart_N1000_p10_rho0.6_sigma1.5_rep36,cart,0.6,1.5,36,0.9678322680426393,0.6867993480141117,0.9561846161492851,0.8775109085493333,0.7470840159323481,0.9968880633354917
cart_N1000_p10_rho0.6_sigma1.5_rep37,cart,0.6,1.5,37,0.9863510013585981,0.5784540302048655,0.9557341419919528,0.8824648515759552,0.7496821639869805,0.9967907748493154
cart_N1000_p10_rho0.6_sigma1.5_rep38,cart,0.6,1.5,38,0.8685668505989141,0.41422976002535195,0.9652586152020382,0.46335387533474914,0.5436173370402851,0.9977051737463262
cart_N1000_p10_rho0.6_sigma1.5_rep39,cart,0.6,1.5,39,1.2793603637529114,0.7535326332693221,0.9245816825961473,1.1220608896700266,0.8503399089991993,0.9943999920064861
cart_N1000_p10_rho0.6_sigma1.5_rep4,cart,0.6,1.5,4,0.7327279484619688,0.3857604356266825,0.9757563248492761,0.6454205842032825,0.6394976753068233,0.9982978781780676
cart_N1000_p10_rho0.6_sigma1.5_rep40,cart,0.6,1.5,40,1.0144352875062312,0.5340006981827181,0.9533613248901891,0.6208441003533524,0.6284647768236585,0.9966227708141935
cart_N1000_p10_rho0.6_sigma1.5_rep41,cart,0.6,1.5,41,0.9792769452890178,0.5836627596706658,0.9582146545354493,0.6984286526400065,0.6722522079429027,0.9973681132861627
cart_N1000_p10_rho0.6_sigma1.5_rep42,cart,0.6,1.5,42,1.0009479530604508,0.86504914618044,0.9534219002092189,0.7855963332516083,0.7070410942058281,0.9965805199575559
cart_N1000_p10_rho0.6_sigma1.5_rep43,cart,0.6,1.5,43,1.109334103763984,0.5543300331752408,0.9426939784036545,1.1682707052521073,0.8600838316744681,0.9957742741013423
cart_N1000_p10_rho0.6_sigma1.5_rep44,cart,0.6,1.5,44,1.0684478643058437,0.5388737233763086,0.9468890540056216,1.0750312167193279,0.8303265089165001,0.9960208142874043
cart_N1000_p10_rho0.6_sigma1.5_rep45,cart,0.6,1.5,45,0.9741337726926252,0.6282702052248927,0.9569158709780704,0.685108260523165,0.6626810888917701,0.9968384167839099
cart_N1000_p10_rho0.6_sigma1.5_rep46,cart,0.6,1.5,46,1.375091799211005,0.7783254440765112,0.9139674285246323,1.347230813452253,0.9314891277991144,0.9934151439599903
cart_N1000_p10_rho0.6_sigma1.5_rep47,cart,0.6,1.5,47,1.135130698493386,0.6339316454294375,0.9400524305877366,1.0372367011551265,0.8105138324065354,0.9957401149458028
cart_N1000_p10_rho0.6_sigma1.5_rep48,cart,0.6,1.5,48,1.4368956010955607,0.8434044480512717,0.9135513703274828,1.2086642190084391,0.8763902672201371,0.9929654618987648
cart_N1000_p10_rho0.6_sigma1.5_rep49,cart,0.6,1.5,49,1.1313876561023954,0.5936590225848126,0.9404845995971172,0.9596437720182672,0.7851127803171132,0.9957646526553019
cart_N1000_p10_rho0.6_sigma1.5_rep5,cart,0.6,1.5,5,0.7971059696377074,0.34131249319822543,0.9713543175978427,0.308038431586231,0.44160625798217595,0.9979081083736707
cart_N1000_p10_rho0.6_sigma1.5_rep50,cart,0.6,1.5,50,1.457885411965416,0.6789240062992945,0.9065446841563758,1.2184385143615242,0.8832078383704235,0.9927173679886927
cart_N1000_p10_rho0.6_sigma1.5_rep51,cart,0.6,1.5,51,1.3591283231678948,0.7904213938804086,0.9204070188827823,0.8744723987166478,0.7472121000925125,0.9939948204465606
cart_N1000_p10_rho0.6_sigma1.5_rep52,cart,0.6,1.5,52,0.977545025137408,0.6747173146000656,0.9562382780362765,0.7866387499546081,0.7104389614070391,0.9968446821470394
cart_N1000_p10_rho0.6_sigma1.5_rep53,cart,0.6,1.5,53,1.2093960964745047,0.6773143564185627,0.9349848804857869,0.9569883660734375,0.7776823278481665,0.9951000251364018
cart_N1000_p10_rho0.6_sigma1.5_rep54,cart,0.6,1.5,54,1.3858258017119733,0.6829929895329161,0.9137528962467298,1.2479890468096106,0.889839338163489,0.9932208517871993
cart_N1000_p10_rho0.6_sigma1.5_rep55,cart,0.6,1.5,55,1.2791871470830924,0.6793751196612461,0.9253173745818304,1.19165341312295,0.8716938190955256,0.9942527823749548
cart_N1000_p10_rho0.6_sigma1.5_rep56,cart,0.6,1.5,56,1.0843867551021193,0.6648429298055074,0.9444773995675777,1.1332972308982683,0.8544377186959148,0.9957553793025601
cart_N1000_p10_rho0.6_sigma1.5_rep57,cart,0.6,1.5,57,1.3638678595581923,0.8624548426905354,0.92034550752438,1.1848296868834824,0.8685337391713758,0.993798021193183
cart_N1000_p10_rho0.6_sigma1.5_rep58,cart,0.6,1.5,58,0.9828633790327018,0.4899861521314044,0.9563636781948797,0.6583686648773389,0.6461863359076019,0.9966988813176235
cart_N1000_p10_rho0.6_sigma1.5_rep59,cart,0.6,1.5,59,1.157128409144635,0.7594044480488824,0.9404655137439287,0.6933373721256254,0.6644929949935433,0.9956301948123294
cart_N1000_p10_rho0.6_sigma1.5_rep6,cart,0.6,1.5,6,1.3587771917656608,0.6377076106991229,0.9193153834476969,0.8292673240313001,0.7252207814068156,0.9938161997090984
cart_N1000_p10_rho0.6_sigma1.5_rep60,cart,0.6,1.5,60,0.8052911328251343,0.49043457787382994,0.9703560304650438,0.3302994338290672,0.4595538188904329,0.9978752830278597
cart_N1000_p10_rho0.6_sigma1.5_rep61,cart,0.6,1.5,61,0.9735963623467255,0.4086502906194899,0.9562123532074377,0.5681468752032212,0.6042477712912383,0.9969325284149206
cart_N1000_p10_rho0.6_sigma1.5_rep62,cart,0.6,1.5,62,0.9864167102515895,0.5381798442620481,0.9558684428295287,0.502533356729508,0.5669479287455095,0.9968224602234825
cart_N1000_p10_rho0.6_sigma1.5_rep63,cart,0.6,1.5,63,1.429733130734936,0.7894471957527216,0.9102191036938447,1.023815982681547,0.8041768269696339,0.9932960580126924
cart_N1000_p10_rho0.6_sigma1.5_rep64,cart,0.6,1.5,64,1.02578422369689,0.6447101951114103,0.9514323019610639,0.8941450077685098,0.7504867791796788,0.9964005361919364
cart_N1000_p10_rho0.6_sigma1.5_rep65,cart,0.6,1.5,65,1.6876579262033475,1.0166273603235876,0.8802496773701924,1.4493440568764797,0.9612891443334389,0.9901498336428279
cart_N1000_p10_rho0.6_sigma1.5_rep66,cart,0.6,1.5,66,1.1352297342176059,0.5294734024673109,0.9438869742347226,0.6578555917739296,0.6459532319618406,0.9957380715588179
cart_N1000_p10_rho0.6_sigma1.5_rep67,cart,0.6,1.5,67,1.0517334604836632,0.4764800489547788,0.9496645771317438,1.1699647424409878,0.8630857764672026,0.9966299277329741
cart_N1000_p10_rho0.6_sigma1.5_rep68,cart,0.6,1.5,68,0.9911034787469774,0.5570305549336705,0.9553568001552923,0.8949923090195733,0.7531046612878276,0.9966619086123633
cart_N1000_p10_rho0.6_sigma1.5_rep69,cart,0.6,1.5,69,1.3634063648744272,0.8324920177177033,0.9224004916952633,0.801927264107515,0.7129606159406192,0.9938901084652462
cart_N1000_p10_rho0.6_sigma1.5_rep7,cart,0.6,1.5,7,0.7691148376975887,0.5203095195315625,0.9728513760917905,0.4521866875939636,0.5379903375605601,0.9980869280034746
cart_N1000_p10_rho0.6_sigma1.5_rep70,cart,0.6,1.5,70,0.7992231595635524,0.4306500902751116,0.9715726008619274,0.435841648227143,0.526620217865922,0.9980557677409144
cart_N1000_p10_rho0.6_sigma1.5_rep71,cart,0.6,1.5,71,1.0492428917524008,0.7855452468959836,0.948981947096289,0.9444112041017468,0.7720606469882821,0.9962455784782513
cart_N1000_p10_rho0.6_sigma1.5_rep72,cart,0.6,1.5,72,0.9417744954444319,0.6076409485151486,0.9587799885951214,0.6905902781034221,0.6623219916257961,0.9969359331319627
cart_N1000_p10_rho0.6_sigma1.5_rep73,cart,0.6,1.5,73,1.0425076824410338,0.5965026618780835,0.9493952705296395,0.9171666171614619,0.7647478666751921,0.9963262960975989
cart_N1000_p10_rho0.6_sigma1.5_rep74,cart,0.6,1.5,74,0.9480894026848896,0.6003633437604363,0.9591306692989974,0.7970715905939012,0.7103138153923444,0.9970440736913897
cart_N1000_p10_rho0.6_sigma1.5_rep75,cart,0.6,1.5,75,1.249195831845267,0.6356400022959607,0.9326700763082686,0.8515586247068766,0.7352041692407102,0.994717317026273
cart_N1000_p10_rho0.6_sigma1.5_rep76,cart,0.6,1.5,76,0.9927311807237386,0.6227722870584997,0.9548012488921066,0.8834707837860185,0.7510598171052486,0.9966507915938663
cart_N1000_p10_rho0.6_sigma1.5_rep77,cart,0.6,1.5,77,0.9700201828855283,0.7073873228310514,0.9558700745096262,0.7518404082622566,0.694318793873931,0.9968553688431783
cart_N1000_p10_rho0.6_sigma1.5_rep78,cart,0.6,1.5,78,0.9892822032768864,0.6528067253464737,0.9563973606224784,0.586410137093112,0.6123933654577602,0.9968132897206368
cart_N1000_p10_rho0.6_sigma1.5_rep79,cart,0.6,1.5,79,1.2560897342688988,0.8481476516188955,0.9294749620726698,0.8422948295166288,0.7358202375000051,0.9946519260220856
cart_N1000_p10_rho0.6_sigma1.5_rep8,cart,0.6,1.5,8,1.2024162966606031,0.7087089983190422,0.9340282356044117,1.002085365782679,0.800054231275478,0.9950988673714377
cart_N1000_p10_rho0.6_sigma1.5_rep80,cart,0.6,1.5,80,1.099108294258516,0.6972340738318885,0.9487061545414412,0.7423145754678219,0.6868245335190427,0.996108754532641
cart_N1000_p10_rho0.6_sigma1.5_rep81,cart,0.6,1.5,81,1.2359886849261739,0.6398196852586807,0.9285714672422732,1.0951761534947095,0.8328384455102292,0.9947107189775917
cart_N1000_p10_rho0.6_sigma1.5_rep82,cart,0.6,1.5,82,0.8646865010186361,0.5129463762764921,0.9664687843070395,0.42195574830853466,0.5157621505883639,0.997603988285921
cart_N1000_p10_rho0.6_sigma1.5_rep83,cart,0.6,1.5,83,0.5903582371462524,0.265753344212073,0.9846238009586181,0.32851769375008555,0.4568388015158195,0.9989240898665638
cart_N1000_p10_rho0.6_sigma1.5_rep84,cart,0.6,1.5,84,1.1083840299615475,0.6551423116498922,0.9457756578096309,0.7133791901773678,0.673706503858611,0.9958761137276652
cart_N1000_p10_rho0.6_sigma1.5_rep85,cart,0.6,1.5,85,0.8638382747613498,0.5783092381072295,0.9657975265117164,0.5532636652752045,0.5942928259413288,0.997501907535892
cart_N1000_p10_rho0.6_sigma1.5_rep86,cart,0.6,1.5,86,1.2140671391575697,0.7063153270004512,0.9327567272956607,1.149531670456711,0.85699812277622,0.9947868961809626
cart_N1000_p10_rho0.6_sigma1.5_rep87,cart,0.6,1.5,87,1.1225770510145028,0.6144558333141632,0.9425600538760578,1.0946791601684216,0.8299046160767132,0.9956165136915234
cart_N1000_p10_rho0.6_sigma1.5_rep88,cart,0.6,1.5,88,1.2666534721493503,0.7179664387537681,0.9279343420031717,1.1870783035316876,0.8654308639728657,0.9944778237029065
cart_N1000_p10_rho0.6_sigma1.5_rep89,cart,0.6,1.5,89,1.2774658849315412,0.6049354686370236,0.9258332089821458,1.2827337977419517,0.9058956601302354,0.9941741146528987
cart_N1000_p10_rho0.6_sigma1.5_rep9,cart,0.6,1.5,9,0.7619978440849619,0.5102895812783554,0.9740502097864908,0.5433774713462751,0.5890602811444031,0.9981540599318595
cart_N1000_p10_rho0.6_sigma1.5_rep90,cart,0.6,1.5,90,1.2479430017686337,0.7270625554094104,0.9300252596163846,0.9148704907649939,0.7608187780274432,0.9947363475289264
cart_N1000_p10_rho0.6_sigma1.5_rep91,cart,0.6,1.5,91,1.0841360692108164,0.5837080340489654,0.9462026972035936,0.786506545034001,0.7082370886398729,0.9960762156679127
cart_N1000_p10_rho0.6_sigma1.5_rep92,cart,0.6,1.5,92,1.4022569418277673,0.7014951648279616,0.9101292241916197,1.2059238537312504,0.8761183972305842,0.9936457330866175
cart_N1000_p10_rho0.6_sigma1.5_rep93,cart,0.6,1.5,93,1.2533570186469924,0.609776997041622,0.9251537142520766,1.3749679109076123,0.9362850122491813,0.9942068941822513
cart_N1000_p10_rho0.6_sigma1.5_rep94,cart,0.6,1.5,94,0.40844440789478625,0.2553251038884611,0.9927946275002123,0.17825031288790924,0.3379326676321089,0.9995071557450187
cart_N1000_p10_rho0.6_sigma1.5_rep95,cart,0.6,1.5,95,0.7158620477785954,0.44527762122830183,0.9766289403380486,0.44285107021610837,0.5290059220849459,0.998445147521189
cart_N1000_p10_rho0.6_sigma1.5_rep96,cart,0.6,1.5,96,1.229326899233955,0.7324854091989441,0.9329220627710747,0.699343493051059,0.6676245845742605,0.9950614770123762
cart_N1000_p10_rho0.6_sigma1.5_rep97,cart,0.6,1.5,97,0.9312964235132969,0.4234723932188901,0.9600018358696141,0.7829126003138499,0.7050890998560801,0.9974420179748951
cart_N1000_p10_rho0.6_sigma1.5_rep98,cart,0.6,1.5,98,1.2187179263932602,0.6403845592352688,0.9311934641811165,1.081639023417352,0.8308137431030241,0.994841143644503
cart_N1000_p10_rho0.6_sigma1.5_rep99,cart,0.6,1.5,99,1.3082391061201362,0.8545270641932246,0.9263562901399063,0.7443714588651498,0.6880738607850815,0.9944232563900972
cart_N1000_p10_rho0.6_sigma2.0_rep1,cart,0.6,2.0,1,1.2644595285681317,0.6827502616337586,0.9289184654412537,1.0467017937077474,0.8179153440262571,0.9944285930946297
cart_N1000_p10_rho0.6_sigma2.0_rep10,cart,0.6,2.0,10,1.2926002993949475,0.6039384428519103,0.9253807903604694,0.9272319579085033,0.7655954401269776,0.9942671508931397
cart_N1000_p10_rho0.6_sigma2.0_rep100,cart,0.6,2.0,100,1.2965786216225783,0.7671019938579902,0.9278303339489163,1.1892333486820676,0.8713321894454351,0.9945022821218215
cart_N1000_p10_rho0.6_sigma2.0_rep11,cart,0.6,2.0,11,0.9830318559413831,0.4942856488849663,0.9553388437981856,0.610969387236593,0.6233426003337169,0.9967577900827497
cart_N1000_p10_rho0.6_sigma2.0_rep12,cart,0.6,2.0,12,0.9814447280113123,0.47370677723830024,0.9550464922102033,0.9574670684994313,0.7825343017398043,0.9968376665510398
cart_N1000_p10_rho0.6_sigma2.0_rep13,cart,0.6,2.0,13,0.8423908716780155,0.5210898680839707,0.9679549795017787,0.9782463536776271,0.7913235846159289,0.9978576617810699
cart_N1000_p10_rho0.6_sigma2.0_rep14,cart,0.6,2.0,14,1.2834064702574508,0.9523862700040548,0.9267247541773657,0.7749609982754647,0.7028734121493979,0.9946723421525783
cart_N1000_p10_rho0.6_sigma2.0_rep15,cart,0.6,2.0,15,0.9556432782206211,0.6884401736555708,0.9584711957489439,0.6967425196957316,0.6655877958536845,0.9970879279741431
cart_N1000_p10_rho0.6_sigma2.0_rep16,cart,0.6,2.0,16,1.0854816413946726,0.551457705451618,0.9456722556647342,0.7779110475829357,0.7057607350158228,0.9960122387124438
cart_N1000_p10_rho0.6_sigma2.0_rep17,cart,0.6,2.0,17,0.988776281725292,0.5302038645779706,0.9547216629294639,0.547736453795859,0.5927785066112476,0.9968170506369962
cart_N1000_p10_rho0.6_sigma2.0_rep18,cart,0.6,2.0,18,1.3644102879411755,0.7294878310944,0.9158190955279464,1.1659667157528297,0.8603375042192565,0.9935836891234523
cart_N1000_p10_rho0.6_sigma2.0_rep19,cart,0.6,2.0,19,1.253591861873348,0.7748383864721421,0.9325153913319755,0.7432662254675245,0.6889966871476935,0.9947643703913979
cart_N1000_p10_rho0.6_sigma2.0_rep2,cart,0.6,2.0,2,1.287652354026416,0.7532886693215516,0.9281700317151206,1.1915164684627746,0.8773994309730064,0.9953188069469285
cart_N1000_p10_rho0.6_sigma2.0_rep20,cart,0.6,2.0,20,0.8474169024002417,0.5635723827795868,0.9672727932292233,0.45766813997395095,0.5399237268598357,0.9976834672784173
cart_N1000_p10_rho0.6_sigma2.0_rep21,cart,0.6,2.0,21,0.9898306758159467,0.5002020070703872,0.9562306923542825,0.7184815579919552,0.6798942699162918,0.996731452307628
cart_N1000_p10_rho0.6_sigma2.0_rep22,cart,0.6,2.0,22,0.9294715098698343,0.4628686362131076,0.9605204953781573,0.7282571582041483,0.6803038796656292,0.9971731409848348
cart_N1000_p10_rho0.6_sigma2.0_rep23,cart,0.6,2.0,23,1.3265155899123815,0.7007022151859275,0.9214683503734101,1.2371587538828237,0.889070287984729,0.9937007983644163
cart_N1000_p10_rho0.6_sigma2.0_rep24,cart,0.6,2.0,24,1.0040072314038528,0.6592884941975189,0.9535013065481527,0.9726098002781806,0.7863110942036798,0.9967669809993952
cart_N1000_p10_rho0.6_sigma2.0_rep25,cart,0.6,2.0,25,0.8182826606344276,0.6185111090639074,0.9695064121712872,0.6229227528815842,0.6283019449367668,0.997816469847186
cart_N1000_p10_rho0.6_sigma2.0_rep26,cart,0.6,2.0,26,0.8315823753122787,0.5494010836251327,0.9680979493746209,0.6515180765101952,0.6416600120851331,0.9977740880193819
cart_N1000_p10_rho0.6_sigma2.0_rep27,cart,0.6,2.0,27,0.9793818109785538,0.4832908977816327,0.9542260911751517,0.7375180439801359,0.6889394701836701,0.9966931719459449
cart_N1000_p10_rho0.6_sigma2.0_rep28,cart,0.6,2.0,28,0.945376423668924,0.5856153631903145,0.959249633159104,0.9961600840501337,0.7948736521312377,0.9972696674234854
cart_N1000_p10_rho0.6_sigma2.0_rep29,cart,0.6,2.0,29,0.8645512958027249,0.43901055414491374,0.9653462992419939,0.6229865155363871,0.6294986386766732,0.9974799170930232
cart_N1000_p10_rho0.6_sigma2.0_rep3,cart,0.6,2.0,3,1.026533771888274,0.48453935875163334,0.9522636927854323,0.6723900580084915,0.6567143380158558,0.9964190774567503
cart_N1000_p10_rho0.6_sigma2.0_rep30,cart,0.6,2.0,30,0.9765623331685469,0.7261826833270337,0.9556801219702356,1.1390393213624512,0.8516702419209614,0.9967185242979153
cart_N1000_p10_rho0.6_sigma2.0_rep31,cart,0.6,2.0,31,0.9375643258888459,0.45851255338587316,0.9598826831985144,0.5462608799904284,0.5901347417674557,0.9970103044728152
cart_N1000_p10_rho0.6_sigma2.0_rep32,cart,0.6,2.0,32,1.0099030761685956,0.5664467348181631,0.9535569161134795,0.8993648197895545,0.7587303931346983,0.9966227167371172
cart_N1000_p10_rho0.6_sigma2.0_rep33,cart,0.6,2.0,33,1.172073961926683,0.6605628667687835,0.9377409680102413,1.157720628598789,0.8525526246844671,0.9952907331796733
cart_N1000_p10_rho0.6_sigma2.0_rep34,cart,0.6,2.0,34,1.0850629573983943,0.7799258125480192,0.9464769516081198,1.1202859341094904,0.8404133028962051,0.9961951139803543
cart_N1000_p10_rho0.6_sigma2.0_rep35,cart,0.6,2.0,35,1.322725236733444,0.7565143021731793,0.922006271547461,1.182740492173837,0.8685865026709045,0.9938572943061174
cart_N1000_p10_rho0.6_sigma2.0_rep36,cart,0.6,2.0,36,1.081391880904538,0.7721297737941858,0.9471289317516316,0.8813706831783599,0.748673787500254,0.9962626728967672
cart_N1000_p10_rho0.6_sigma2.0_rep37,cart,0.6,2.0,37,1.2011651744746723,0.6343859967797769,0.9354736950981268,0.9684906410045266,0.7854793698153366,0.995105663929497
cart_N1000_p10_rho0.6_sigma2.0_rep38,cart,0.6,2.0,38,1.3168962802779458,0.7703522238054783,0.9196187784892617,1.2672128008724903,0.894249288967917,0.9936471238448885
cart_N1000_p10_rho0.6_sigma2.0_rep39,cart,0.6,2.0,39,1.3672262820794723,0.8065567062514436,0.9197160322672622,1.037603670326428,0.8176720841544564,0.9935630067528493
cart_N1000_p10_rho0.6_sigma2.0_rep4,cart,0.6,2.0,4,1.1998210394427609,0.6692798125079111,0.935129759545417,1.5258357106936817,0.9862258679118644,0.994942404825118
cart_N1000_p10_rho0.6_sigma2.0_rep40,cart,0.6,2.0,40,1.1909078697805413,0.9267300405321245,0.9329259785797845,1.6747984404570675,1.0347217355690173,0.9948697836915168
cart_N1000_p10_rho0.6_sigma2.0_rep41,cart,0.6,2.0,41,1.1870236800293381,0.6293418281712867,0.9378510237142635,0.6985825642992058,0.6686395932516054,0.9952148414128551
cart_N1000_p10_rho0.6_sigma2.0_rep42,cart,0.6,2.0,42,1.015713052703724,0.5456264431897871,0.9531511778673905,1.051871940825253,0.8198440903950944,0.9965637232506911
cart_N1000_p10_rho0.6_sigma2.0_rep43,cart,0.6,2.0,43,0.921511768090883,0.5327006538321217,0.962286171348441,0.45461265258847106,0.5398220826303952,0.99729985285831
cart_N1000_p10_rho0.6_sigma2.0_rep44,cart,0.6,2.0,44,1.141691065997815,0.5516252233377151,0.9439932641582244,0.6005187483275857,0.6207724785785663,0.9958077672198312
cart_N1000_p10_rho0.6_sigma2.0_rep45,cart,0.6,2.0,45,0.7944291991899357,0.4910600729947435,0.971416162851474,0.6923090999110354,0.6644652656264651,0.998051548624626
cart_N1000_p10_rho0.6_sigma2.0_rep46,cart,0.6,2.0,46,1.301010270877393,0.8382909972356465,0.9249057853815991,1.2832015695537198,0.9032221093083368,0.993906239220678
cart_N1000_p10_rho0.6_sigma2.0_rep47,cart,0.6,2.0,47,1.3631713169641,1.023089150909422,0.9157860402630644,1.3701311540660905,0.9343826624464611,0.9931801101124186
cart_N1000_p10_rho0.6_sigma2.0_rep48,cart,0.6,2.0,48,1.2132666987462584,0.7618559867667778,0.9328972325596593,1.3063837348458438,0.9141871727848804,0.9949644427732477
cart_N1000_p10_rho0.6_sigma2.0_rep49,cart,0.6,2.0,49,0.8903813841758454,0.5167638132663184,0.9635690706450001,0.47814868544334715,0.5511384586140543,0.997288867464436
cart_N1000_p10_rho0.6_sigma2.0_rep5,cart,0.6,2.0,5,1.439768649525474,0.8881025001543245,0.9062301238505707,1.3240399349653942,0.9120135862016868,0.9927049643112185
cart_N1000_p10_rho0.6_sigma2.0_rep50,cart,0.6,2.0,50,1.0665436435411588,0.6613444247158684,0.9487642904489134,0.7052028473635471,0.6687385508565511,0.9961368259869544
cart_N1000_p10_rho0.6_sigma2.0_rep51,cart,0.6,2.0,51,1.1077637755483383,0.8241506547682564,0.9442074109667976,0.8768787280228,0.747146286725953,0.9955611725876071
cart_N1000_p10_rho0.6_sigma2.0_rep52,cart,0.6,2.0,52,1.6965601655241358,0.7563948640864344,0.8851289559797736,1.4001844247194557,0.9459806807544188,0.9899644122257327
cart_N1000_p10_rho0.6_sigma2.0_rep53,cart,0.6,2.0,53,1.4785568066044954,0.8802439608710833,0.9022161129596302,1.2389515474408628,0.8901366742394755,0.9928222822521359
cart_N1000_p10_rho0.6_sigma2.0_rep54,cart,0.6,2.0,54,0.9627612854827478,0.6814773673613914,0.9571975452268731,0.6758328377170157,0.6557744923810995,0.9968465466190608
cart_N1000_p10_rho0.6_sigma2.0_rep55,cart,0.6,2.0,55,1.2447864868569833,0.7644805653513773,0.9291672730449584,0.9431362293152612,0.7723552082196596,0.9947644624001508
cart_N1000_p10_rho0.6_sigma2.0_rep56,cart,0.6,2.0,56,1.0167679007095374,0.6028525636637596,0.9515546598107382,0.8467727753042811,0.735344582288757,0.9973166426251174
