scenario,method,rho,sigma_2,rep,euclidean_dist,max_abs_coef_diff,cosine_similarity,prediction_mse,prediction_mae,prediction_corr
norm_N1000_p10_rho0.3_sigma2.0_rep100,norm,0.3,2.0,100,0.27437062355676184,0.21852219651583593,0.9965134126148798,0.054335972307336104,0.18675524015744846,0.9993048126851614
norm_N1000_p10_rho0.3_sigma2.0_rep11,norm,0.3,2.0,11,0.34184618501490144,0.18996887086899505,0.994757706990549,0.0844999443307016,0.23219051321220732,0.9989520270226994
norm_N1000_p10_rho0.3_sigma2.0_rep12,norm,0.3,2.0,12,0.2525372930960852,0.11484328779969111,0.9971181021494886,0.04519256664696252,0.17052544295807284,0.9994802299119823
norm_N1000_p10_rho0.3_sigma2.0_rep13,norm,0.3,2.0,13,0.2076881329175313,0.11875484701684846,0.9983102297445546,0.0626342046110038,0.19994055886604561,0.9996939537695195
norm_N1000_p10_rho0.3_sigma2.0_rep14,norm,0.3,2.0,14,0.31233024950016475,0.1609514781679987,0.9956054600845328,0.06993025179183557,0.21097715765175704,0.9990797226115753
norm_N1000_p10_rho0.3_sigma2.0_rep15,norm,0.3,2.0,15,0.29520486466459406,0.18855498985821628,0.9961298799126809,0.06041048274094317,0.19558261693381546,0.9992023049451085
norm_N1000_p10_rho0.3_sigma2.0_rep16,norm,0.3,2.0,16,0.2734643631811141,0.15106282470632548,0.9965680203476753,0.05280674145512736,0.1830036284461696,0.9993052883477326
norm_N1000_p10_rho0.3_sigma2.0_rep17,norm,0.3,2.0,17,0.268357970378684,0.15842638527692898,0.9967332592084076,0.05095541838960985,0.17995947587341227,0.999331738342129
norm_N1000_p10_rho0.3_sigma2.0_rep18,norm,0.3,2.0,18,0.24678230411660287,0.1292269333610414,0.9973672698323851,0.048550112953778854,0.17595117713441646,0.9995195267215629
norm_N1000_p10_rho0.3_sigma2.0_rep19,norm,0.3,2.0,19,0.2653234357881651,0.13796910699156772,0.9968241071065879,0.05446734778155586,0.18616876551289746,0.9994303261441161
norm_N1000_p10_rho0.3_sigma2.0_rep2,norm,0.3,2.0,2,0.33468043645193957,0.1759375269379162,0.994973519968553,0.07870514266751595,0.22380353461158156,0.9989949390931343
norm_N1000_p10_rho0.3_sigma2.0_rep20,norm,0.3,2.0,20,0.29636765855255454,0.20530482325377497,0.9961809544021796,0.0673938218899771,0.20797753277741984,0.9992287154698615
norm_N1000_p10_rho0.3_sigma2.0_rep21,norm,0.3,2.0,21,0.21028675373259254,0.15373953203980006,0.9979494089713365,0.0326756286724364,0.14392578590295815,0.999593986638805
norm_N1000_p10_rho0.3_sigma2.0_rep22,norm,0.3,2.0,22,0.3477699573094992,0.22641899196196524,0.9946385982439231,0.09386755437305853,0.2436134775963886,0.9990072546771835
norm_N1000_p10_rho0.3_sigma2.0_rep23,norm,0.3,2.0,23,0.3085400624683661,0.17554046275373159,0.9958687952688274,0.06900753729603235,0.2101016581074729,0.9991402296991373
norm_N1000_p10_rho0.3_sigma2.0_rep24,norm,0.3,2.0,24,0.24710940171958976,0.16336356348754477,0.9972710121705969,0.04459357507657242,0.1685768441516219,0.9994784160439935
norm_N1000_p10_rho0.3_sigma2.0_rep25,norm,0.3,2.0,25,0.21019736070286177,0.12756023402683292,0.9982677152780955,0.036524012548107984,0.15344973523645478,0.9996918800351913
norm_N1000_p10_rho0.3_sigma2.0_rep26,norm,0.3,2.0,26,0.14396145835996427,0.08493077693601325,0.9990997414062577,0.01545446100209162,0.09915624208404972,0.9998152988197139
norm_N1000_p10_rho0.3_sigma2.0_rep27,norm,0.3,2.0,27,0.21219314313311766,0.10990106485246731,0.9979870447358475,0.03193499286296137,0.1421472884101712,0.9995795615126493
norm_N1000_p10_rho0.3_sigma2.0_rep28,norm,0.3,2.0,28,0.1132847567628308,0.07395698012733498,0.9994201717142804,0.009209506393974012,0.07611841271046442,0.9998786283514778
norm_N1000_p10_rho0.3_sigma2.0_rep29,norm,0.3,2.0,29,0.24921072055885962,0.15086304522008076,0.9972088088098828,0.04489305566307834,0.1684072308445456,0.9994406190837607
norm_N1000_p10_rho0.3_sigma2.0_rep3,norm,0.3,2.0,3,0.19726735877269105,0.12213587081357535,0.9982552967280658,0.026909387669794057,0.1307197802123493,0.9996448632596242
norm_N1000_p10_rho0.3_sigma2.0_rep30,norm,0.3,2.0,30,0.25960593370828855,0.12786097301017252,0.9969561101715598,0.053035496914696445,0.18430590869550909,0.9994683213492146
norm_N1000_p10_rho0.3_sigma2.0_rep31,norm,0.3,2.0,31,0.22432024249077914,0.14500781041170863,0.9977652960849516,0.04250262899894179,0.17000297309778867,0.99972385047403
norm_N1000_p10_rho0.3_sigma2.0_rep32,norm,0.3,2.0,32,0.25053452421556266,0.13476273803990835,0.9972737802472271,0.0519436959693969,0.18461175271118832,0.999591413718357
norm_N1000_p10_rho0.3_sigma2.0_rep33,norm,0.3,2.0,33,0.1590785942185192,0.10718184248418883,0.9994058704919211,0.057479079829864915,0.19165489480567907,0.9998826219837038
norm_N1000_p10_rho0.3_sigma2.0_rep34,norm,0.3,2.0,34,0.2922628627977344,0.17298761350004588,0.9961308970255798,0.06367383449231899,0.20153490026219037,0.999210229215633
norm_N1000_p10_rho0.3_sigma2.0_rep35,norm,0.3,2.0,35,0.2677287973789199,0.13630545069173916,0.9967242725941851,0.05426374600202253,0.18713833349279865,0.9994084699383826
norm_N1000_p10_rho0.3_sigma2.0_rep36,norm,0.3,2.0,36,0.2505740424090178,0.11880774642563652,0.9973700665337328,0.047273913935587115,0.17351585693516994,0.9994673259421492
norm_N1000_p10_rho0.3_sigma2.0_rep37,norm,0.3,2.0,37,0.2718910098823227,0.1386890745639504,0.9966526466992258,0.05439478792951135,0.18579708335467546,0.9993293618695351
norm_N1000_p10_rho0.3_sigma2.0_rep38,norm,0.3,2.0,38,0.18111102488823302,0.0908223933078226,0.9985531059594598,0.02376186353346739,0.12270008869438802,0.9997284532572084
norm_N1000_p10_rho0.3_sigma2.0_rep39,norm,0.3,2.0,39,0.3316832137849794,0.20455155635395494,0.9949398868778281,0.08381671338332623,0.23088679033570556,0.9990190331941553
norm_N1000_p10_rho0.3_sigma2.0_rep4,norm,0.3,2.0,4,0.15275428357412651,0.08347191512463326,0.998957779430396,0.016852450612654134,0.10391396287408489,0.9997909224501116
norm_N1000_p10_rho0.3_sigma2.0_rep40,norm,0.3,2.0,40,0.3122440469651819,0.16456632283817918,0.9956641608295355,0.07087542640313034,0.21234456109929625,0.9991238072859876
norm_N1000_p10_rho0.3_sigma2.0_rep41,norm,0.3,2.0,41,0.21141120544334477,0.1083116788611993,0.9979796074959935,0.03351046710256991,0.1452482482724306,0.9996233523672625
norm_N1000_p10_rho0.3_sigma2.0_rep42,norm,0.3,2.0,42,0.20043020285869784,0.09235200481198325,0.9982363833293203,0.029669561144254255,0.1382195751768086,0.9996901670128752
norm_N1000_p10_rho0.3_sigma2.0_rep43,norm,0.3,2.0,43,0.21624113281163082,0.13371505225683467,0.997904781788118,0.04440701611316665,0.16780435846267075,0.9996235418680577
norm_N1000_p10_rho0.3_sigma2.0_rep44,norm,0.3,2.0,44,0.2686049805455181,0.12575495291008165,0.9967723601279284,0.051568391417300304,0.18108838999806312,0.9993311350276912
norm_N1000_p10_rho0.3_sigma2.0_rep45,norm,0.3,2.0,45,0.17440041341517573,0.10680318142650513,0.9986385623156924,0.024034989783863644,0.12361964184786398,0.9997304512474597
norm_N1000_p10_rho0.3_sigma2.0_rep46,norm,0.3,2.0,46,0.322278501558948,0.18622342685427518,0.9958350352357351,0.08377092644874365,0.2310908911353612,0.9991403116481888
norm_N1000_p10_rho0.3_sigma2.0_rep47,norm,0.3,2.0,47,0.27966294433387145,0.2028557470672061,0.9963694204276462,0.0563037795984515,0.18994487925652387,0.999296205291248
norm_N1000_p10_rho0.3_sigma2.0_rep48,norm,0.3,2.0,48,0.2175413782902257,0.12821977329447654,0.9978457538178842,0.033364776717247455,0.14579760285815244,0.9995497255352405
norm_N1000_p10_rho0.3_sigma2.0_rep49,norm,0.3,2.0,49,0.24406637200297834,0.1112579927143913,0.997358892382359,0.043810704961413593,0.16773189679764988,0.9995530296312549
norm_N1000_p10_rho0.3_sigma2.0_rep5,norm,0.3,2.0,5,0.2104462697136766,0.12527781336561394,0.9980015380822019,0.03839130639609771,0.15683627561155203,0.9996736147376472
norm_N1000_p10_rho0.3_sigma2.0_rep50,norm,0.3,2.0,50,0.28040302974856446,0.20780231225365342,0.9963786131936084,0.05745671137672198,0.1907093818644347,0.9992486171340392
norm_N1000_p10_rho0.3_sigma2.0_rep51,norm,0.3,2.0,51,0.2533610746530796,0.16606550433765388,0.9971909437286202,0.048922844697749414,0.17582841211063788,0.9994214967011966
norm_N1000_p10_rho0.3_sigma2.0_rep52,norm,0.3,2.0,52,0.27602002343775955,0.13226777185682304,0.9965774507281426,0.057046347259332095,0.1901554159876775,0.9993523467779014
norm_N1000_p10_rho0.3_sigma2.0_rep53,norm,0.3,2.0,53,0.2078391425003316,0.09803991900349962,0.9980616464394161,0.033207531513485274,0.1460959665468256,0.9996444681484343
norm_N1000_p10_rho0.3_sigma2.0_rep54,norm,0.3,2.0,54,0.19993983597699713,0.10737755991915021,0.9982075112798493,0.03555069728509934,0.1510871896190855,0.9997258993503881
norm_N1000_p10_rho0.3_sigma2.0_rep55,norm,0.3,2.0,55,0.2342605392728049,0.12109140440469135,0.9975616564270849,0.041521699169213354,0.16198715201983546,0.9995161167678914
norm_N1000_p10_rho0.3_sigma2.0_rep56,norm,0.3,2.0,56,0.24855034542082494,0.1363165266644819,0.9972115394847754,0.04459171060481679,0.16831903270417514,0.999432511177998
norm_N1000_p10_rho0.3_sigma2.0_rep57,norm,0.3,2.0,57,0.24348748148825958,0.13298325396503463,0.9973566409750668,0.04235560190233403,0.1642208766259495,0.999461615517339
norm_N1000_p10_rho0.3_sigma2.0_rep58,norm,0.3,2.0,58,0.3455403187930212,0.2312296632740768,0.9945396179701622,0.08878837944820454,0.2367671987713662,0.9989233063727242
norm_N1000_p10_rho0.3_sigma2.0_rep59,norm,0.3,2.0,59,0.17311166740077602,0.11325496922369449,0.9986907789748019,0.023575510511604073,0.1228971462633869,0.9997721606891046
norm_N1000_p10_rho0.3_sigma2.0_rep6,norm,0.3,2.0,6,0.2141387472624224,0.10832595425120517,0.997947582173221,0.04240842068423198,0.16384399390983603,0.9995808344147887
norm_N1000_p10_rho0.3_sigma2.0_rep60,norm,0.3,2.0,60,0.240863685959401,0.16527616281456725,0.9972987130551618,0.04048960598759146,0.16030441790652175,0.9994617205956791
norm_N1000_p10_rho0.3_sigma2.0_rep61,norm,0.3,2.0,61,0.28516850816264244,0.13738396641431017,0.9962529891163773,0.07820440247863993,0.223872347635913,0.9994303364641174
norm_N1000_p10_rho0.3_sigma2.0_rep62,norm,0.3,2.0,62,0.2467770789063159,0.15017340685535374,0.9972628555260161,0.04284003673198184,0.1652834110513745,0.9994330719153701
norm_N1000_p10_rho0.3_sigma2.0_rep63,norm,0.3,2.0,63,0.20841859590630488,0.1353882404097132,0.998042520727403,0.03146255286564754,0.14104923809561987,0.9996104851560109
norm_N1000_p10_rho0.3_sigma2.0_rep64,norm,0.3,2.0,64,0.28191999767868875,0.14393078926418523,0.9965001490868475,0.06113615488918331,0.1976098598666259,0.9992858099647413
norm_N1000_p10_rho0.3_sigma2.0_rep65,norm,0.3,2.0,65,0.2617986349439432,0.137018884645564,0.9969301613343855,0.04920865571549045,0.17676212503548092,0.9993995851641428
norm_N1000_p10_rho0.3_sigma2.0_rep66,norm,0.3,2.0,66,0.1998502812440772,0.10660743080470314,0.9982163095072772,0.030857554706548773,0.140807866883246,0.9996937431543276
norm_N1000_p10_rho0.3_sigma2.0_rep67,norm,0.3,2.0,67,0.21282547458220977,0.12921895508210612,0.9979511907446759,0.03520598650248761,0.14980264046453004,0.9996261801300206
norm_N1000_p10_rho0.3_sigma2.0_rep68,norm,0.3,2.0,68,0.17360723893745675,0.0776590494429974,0.9986420487357139,0.021803768405831175,0.11796787358409842,0.999730811158062
norm_N1000_p10_rho0.3_sigma2.0_rep69,norm,0.3,2.0,69,0.3204578485287428,0.2558272560775877,0.9956077288997149,0.07704670562039337,0.2218085635120021,0.9990880044535417
norm_N1000_p10_rho0.3_sigma2.0_rep7,norm,0.3,2.0,7,0.14702986783183827,0.09880070083230486,0.9990228117235396,0.020961676632402868,0.11521060328434538,0.999815480017288
norm_N1000_p10_rho0.3_sigma2.0_rep70,norm,0.3,2.0,70,0.27695084537164827,0.13169789512446428,0.9966041087441502,0.05711272647912433,0.19048755253953162,0.9993040117161043
norm_N1000_p10_rho0.3_sigma2.0_rep71,norm,0.3,2.0,71,0.19885411764337158,0.11553816444132958,0.9982625095764169,0.02945068180774982,0.13731391290301936,0.9996729163667768
norm_N1000_p10_rho0.3_sigma2.0_rep72,norm,0.3,2.0,72,0.18969316445122564,0.09530691023006499,0.9984476385626166,0.02651330294840337,0.12886821766575884,0.9996733312078361
norm_N1000_p10_rho0.3_sigma2.0_rep73,norm,0.3,2.0,73,0.35375254045862753,0.200831882216856,0.9943334351735127,0.09629621943571538,0.2474843133042099,0.9989280202256685
norm_N1000_p10_rho0.3_sigma2.0_rep74,norm,0.3,2.0,74,0.23909984930189113,0.1255944743912094,0.9975566314069562,0.05064005206605307,0.1800955978080664,0.9995067061412728
norm_N1000_p10_rho0.3_sigma2.0_rep75,norm,0.3,2.0,75,0.2982675664589762,0.15516488736831702,0.9959024078998511,0.068274135583907,0.20906840194808296,0.999200259800523
norm_N1000_p10_rho0.3_sigma2.0_rep76,norm,0.3,2.0,76,0.24074491863758507,0.14253721546786358,0.9973021598367743,0.040964178302233666,0.161214622730724,0.9994593763358539
norm_N1000_p10_rho0.3_sigma2.0_rep77,norm,0.3,2.0,77,0.2760077706771315,0.18171181227210154,0.996790228868205,0.06409120196868379,0.20915019465816131,0.999594121507677
norm_N1000_p10_rho0.3_sigma2.0_rep78,norm,0.3,2.0,78,0.27297010433421753,0.14849247420625755,0.9965982980108987,0.05245299718705657,0.18225832394386027,0.9993024052931693
norm_N1000_p10_rho0.3_sigma2.0_rep79,norm,0.3,2.0,79,0.373882775502077,0.22649622354735377,0.9937913811424026,0.09796123739885645,0.2501893421027368,0.9987273966996676
norm_N1000_p10_rho0.3_sigma2.0_rep8,norm,0.3,2.0,8,0.254707914737032,0.15157446199678026,0.9970034140695752,0.05234399481336238,0.1869785337903253,0.9995997682490964
norm_N1000_p10_rho0.3_sigma2.0_rep80,norm,0.3,2.0,80,0.1606462807398472,0.11548760794134971,0.9988070937585373,0.01927349910731491,0.11100158417303985,0.9997789761999825
norm_N1000_p10_rho0.3_sigma2.0_rep81,norm,0.3,2.0,81,0.25034062487209724,0.11977760792987424,0.9974067206138818,0.05814103757714299,0.19221499727852412,0.9994764947110281
norm_N1000_p10_rho0.3_sigma2.0_rep82,norm,0.3,2.0,82,0.2604287805139141,0.1297742023550883,0.996961659378467,0.059699842607089444,0.1949999698296526,0.9994854217954051
norm_N1000_p10_rho0.3_sigma2.0_rep83,norm,0.3,2.0,83,0.2939819335161178,0.2076820140741351,0.9961091888745063,0.06616518391918996,0.20420001576883942,0.9992297277870701
norm_N1000_p10_rho0.3_sigma2.0_rep84,norm,0.3,2.0,84,0.21493643884983316,0.11663131029099338,0.998065451200322,0.04625736056363503,0.17116470477644508,0.9995992609306769
norm_N1000_p10_rho0.3_sigma2.0_rep85,norm,0.3,2.0,85,0.19952281163292057,0.11308927655818501,0.9982113930543455,0.027819049873223322,0.1337303191479275,0.9996362436781214
norm_N1000_p10_rho0.3_sigma2.0_rep86,norm,0.3,2.0,86,0.11744581162990048,0.0762251382200878,0.9994043305728327,0.011674308739398995,0.08926157263144636,0.999926120847686
norm_N1000_p10_rho0.3_sigma2.0_rep87,norm,0.3,2.0,87,0.18902009942123954,0.09616200628422011,0.9984918665659787,0.02755552172492678,0.13329735234707255,0.9996938304997066
norm_N1000_p10_rho0.3_sigma2.0_rep88,norm,0.3,2.0,88,0.22201357229350105,0.16878871296172326,0.9977457321553919,0.03494414802289905,0.14975379634638,0.9995427876771082
norm_N1000_p10_rho0.3_sigma2.0_rep89,norm,0.3,2.0,89,0.2032717606607607,0.12794054954851708,0.998136001409924,0.033108699246185376,0.14568497911726203,0.9996549624698309
norm_N1000_p10_rho0.3_sigma2.0_rep9,norm,0.3,2.0,9,0.2744166929167709,0.20298463324531957,0.9964618708440188,0.05698713458542978,0.19001247616434902,0.999272855018078
norm_N1000_p10_rho0.3_sigma2.0_rep90,norm,0.3,2.0,90,0.24300736974518547,0.16481200774199545,0.9973349267016237,0.04326949367256481,0.1661615096363986,0.9995127951124676
norm_N1000_p10_rho0.3_sigma2.0_rep91,norm,0.3,2.0,91,0.18735322010204822,0.11223157586706345,0.998394401968096,0.02504936485811776,0.12667043061198313,0.9996822816948508
norm_N1000_p10_rho0.3_sigma2.0_rep92,norm,0.3,2.0,92,0.17657255822274523,0.1239630209182685,0.998595757784655,0.022500721804155667,0.11961208664099561,0.9997332528964322
norm_N1000_p10_rho0.3_sigma2.0_rep93,norm,0.3,2.0,93,0.2780626731793875,0.12835668797463007,0.9965092249833781,0.05622971917118407,0.18943334990394786,0.9992814331202966
norm_N1000_p10_rho0.3_sigma2.0_rep94,norm,0.3,2.0,94,0.3242070056092675,0.17033260794304272,0.995306418547224,0.07289985721861579,0.21474752298985778,0.9990423268996277
norm_N1000_p10_rho0.3_sigma2.0_rep95,norm,0.3,2.0,95,0.29714830395124137,0.21443614347183393,0.9959657083110915,0.07097978679555476,0.21195805377369,0.9992679104232585
norm_N1000_p10_rho0.3_sigma2.0_rep96,norm,0.3,2.0,96,0.14526538943576306,0.09266248094202412,0.9990622371594238,0.015486159884766103,0.09945824197617992,0.9998082840632048
norm_N1000_p10_rho0.3_sigma2.0_rep97,norm,0.3,2.0,97,0.1912849224916461,0.11532525315072173,0.998407846682328,0.03661363298834285,0.15171485227842227,0.9996857570883771
norm_N1000_p10_rho0.3_sigma2.0_rep98,norm,0.3,2.0,98,0.19088145329618306,0.12341916354181992,0.9983661053354748,0.029120820050150542,0.1361380704972521,0.9996683710424168
norm_N1000_p10_rho0.3_sigma2.0_rep99,norm,0.3,2.0,99,0.24064484350406493,0.12936004247819233,0.9976375748714785,0.054151083011706874,0.1855741447562839,0.9995877537752094
norm_N1000_p10_rho0.6_sigma1.0_rep1,norm,0.6,1.0,1,0.17091080607187858,0.07477146822366909,0.9986810429411658,0.012002157561772486,0.08725626445471785,0.9999096239676432
norm_N1000_p10_rho0.6_sigma1.0_rep10,norm,0.6,1.0,10,0.22471442346808715,0.13210102496822607,0.9977509689782413,0.022521520726021343,0.11992245333286587,0.9998447968852294
norm_N1000_p10_rho0.6_sigma1.0_rep100,norm,0.6,1.0,100,0.22787694024706004,0.17034325105620074,0.9976227362144957,0.02117179200182773,0.1160273456500921,0.9998377793601367
norm_N1000_p10_rho0.6_sigma1.0_rep11,norm,0.6,1.0,11,0.35676433075743424,0.2383106298160106,0.9942789754499829,0.0521552222758036,0.18229228107627413,0.9996038170334623
norm_N1000_p10_rho0.6_sigma1.0_rep12,norm,0.6,1.0,12,0.22719161229435425,0.12189539477244982,0.9976630703112456,0.022484996875738496,0.11987256473740195,0.9998540303228378
norm_N1000_p10_rho0.6_sigma1.0_rep13,norm,0.6,1.0,13,0.2200143097188044,0.13975948222247858,0.9978046654594696,0.021223767635050354,0.1161178010931351,0.9998535239080522
norm_N1000_p10_rho0.6_sigma1.0_rep14,norm,0.6,1.0,14,0.11509241895677186,0.07420646492455996,0.9995374775701211,0.015068470340434494,0.09857754431707237,0.9999752146132795
norm_N1000_p10_rho0.6_sigma1.0_rep15,norm,0.6,1.0,15,0.19231558871267135,0.10967244688761735,0.9983042217931132,0.01584754665474394,0.10001692741957384,0.999884202426425
norm_N1000_p10_rho0.6_sigma1.0_rep16,norm,0.6,1.0,16,0.281504421444527,0.1401639406558779,0.9965160384507834,0.03939044554987423,0.15961548918194765,0.999791448250232
norm_N1000_p10_rho0.6_sigma1.0_rep17,norm,0.6,1.0,17,0.24335810041045386,0.17422731775261868,0.9972859122728501,0.025797489320579955,0.12791355400519952,0.9998130247250714
norm_N1000_p10_rho0.6_sigma1.0_rep18,norm,0.6,1.0,18,0.2932865917172427,0.19870516902807556,0.9961670966343886,0.04376130397693627,0.16710291362933458,0.9997350963417593
norm_N1000_p10_rho0.6_sigma1.0_rep19,norm,0.6,1.0,19,0.23431476156341677,0.13113257736061146,0.9975505155999612,0.02269436984104197,0.1200357747862367,0.9998399879575625
norm_N1000_p10_rho0.6_sigma1.0_rep2,norm,0.6,1.0,2,0.15667035615743802,0.08829992150800325,0.9989218678608485,0.0126988635445024,0.09057659887888364,0.9999340552902766
norm_N1000_p10_rho0.6_sigma1.0_rep20,norm,0.6,1.0,20,0.20773948134316977,0.13339231521648665,0.9980215067107499,0.018472700867715987,0.10789347859346919,0.999868218610886
norm_N1000_p10_rho0.6_sigma1.0_rep21,norm,0.6,1.0,21,0.09390148194937964,0.0637147643184175,0.9996026892618264,0.004084122145914819,0.051388986423276495,0.9999750255498688
norm_N1000_p10_rho0.6_sigma1.0_rep22,norm,0.6,1.0,22,0.29900082744706363,0.1995338008664913,0.9960007113675953,0.03564281053945044,0.15137508728067636,0.9997212179023773
norm_N1000_p10_rho0.6_sigma1.0_rep23,norm,0.6,1.0,23,0.16829619799990128,0.11191148012819307,0.998717455609191,0.01206638318648961,0.08761918261755902,0.9999132705807868
norm_N1000_p10_rho0.6_sigma1.0_rep24,norm,0.6,1.0,24,0.19431586080901214,0.132284971514953,0.9982817609491779,0.015237440289908215,0.09834658520386155,0.9998828770064347
norm_N1000_p10_rho0.6_sigma1.0_rep25,norm,0.6,1.0,25,0.3139026945479981,0.20909403094175705,0.9954835061605888,0.03975273736797522,0.15913936867214495,0.9996958569560969
norm_N1000_p10_rho0.6_sigma1.0_rep26,norm,0.6,1.0,26,0.15860575757710077,0.11239504064531713,0.9988647186681124,0.01596324590326838,0.10074333225033763,0.9999322645049015
norm_N1000_p10_rho0.6_sigma1.0_rep27,norm,0.6,1.0,27,0.24749026052753523,0.1789066114322434,0.9972301803168719,0.03434031873343822,0.14726776879072023,0.9998163378338175
norm_N1000_p10_rho0.6_sigma1.0_rep28,norm,0.6,1.0,28,0.24319300485043974,0.16671785271711048,0.9973760652123784,0.02659085835360405,0.13004357157977375,0.9998331401710583
norm_N1000_p10_rho0.6_sigma1.0_rep29,norm,0.6,1.0,29,0.2700173204519736,0.12466915979283644,0.9967358682016554,0.03135501620927558,0.14173870598178964,0.9997849557529478
norm_N1000_p10_rho0.6_sigma1.0_rep3,norm,0.6,1.0,3,0.2719566314301087,0.1570915895742271,0.9967193058261715,0.033371369673452174,0.1468042180920967,0.9997878516609142
norm_N1000_p10_rho0.6_sigma1.0_rep30,norm,0.6,1.0,30,0.1972705081169418,0.121903551198414,0.99822117925006,0.015898746147611394,0.10061980045692631,0.999880071839673
norm_N1000_p10_rho0.6_sigma1.0_rep31,norm,0.6,1.0,31,0.11973597724493731,0.05914311606813394,0.9993615465436633,0.007542478320780446,0.07008217132940596,0.999963017154996
norm_N1000_p10_rho0.6_sigma1.0_rep32,norm,0.6,1.0,32,0.17829909125771912,0.12025144321626469,0.9985570719616452,0.013185458658431083,0.09151365041700703,0.9999046530406198
norm_N1000_p10_rho0.6_sigma1.0_rep33,norm,0.6,1.0,33,0.20422420524823676,0.13673344240771157,0.9981191484846745,0.016905487127668886,0.10329466372338322,0.9998735931158856
norm_N1000_p10_rho0.6_sigma1.0_rep34,norm,0.6,1.0,34,0.20625522788706072,0.10502973145178673,0.99810342384555,0.024392526473296438,0.12628231205543816,0.9998921905665684
norm_N1000_p10_rho0.6_sigma1.0_rep35,norm,0.6,1.0,35,0.163554415686275,0.09069460938363527,0.9988506357171141,0.023394947869152697,0.12154241678440011,0.9999262423836841
norm_N1000_p10_rho0.6_sigma1.0_rep36,norm,0.6,1.0,36,0.2040387424663795,0.12178827245843249,0.9981227661035529,0.01935587156637526,0.1105944007322204,0.9998770732290037
norm_N1000_p10_rho0.6_sigma1.0_rep37,norm,0.6,1.0,37,0.19892013932743874,0.09281355055172547,0.9983860773883512,0.035846743342105206,0.15225229652265457,0.9999048331908861
norm_N1000_p10_rho0.6_sigma1.0_rep38,norm,0.6,1.0,38,0.19298583825052398,0.12054155723169313,0.9983117709669459,0.015072674317826636,0.09782056332071755,0.9998866471576369
norm_N1000_p10_rho0.6_sigma1.0_rep39,norm,0.6,1.0,39,0.1841706465025451,0.11986880168997804,0.9985407682287315,0.01779141531406,0.10870774808203564,0.9999171116577278
norm_N1000_p10_rho0.6_sigma1.0_rep4,norm,0.6,1.0,4,0.2130867692060046,0.10837910212826773,0.9979324254473345,0.022906871392301662,0.1208553317501211,0.9998642578215088
norm_N1000_p10_rho0.6_sigma1.0_rep40,norm,0.6,1.0,40,0.21114732832428176,0.15127447862144816,0.9979928898730647,0.018622072216908054,0.10918620698033474,0.9998628833154659
norm_N1000_p10_rho0.6_sigma1.0_rep41,norm,0.6,1.0,41,0.11339644215490649,0.05922525597449224,0.99942259846878,0.0069039839654279405,0.06637729491464345,0.9999625703034227
norm_N1000_p10_rho0.6_sigma1.0_rep42,norm,0.6,1.0,42,0.21626571186763005,0.12126081512500031,0.9978928324240086,0.02077125982919248,0.11553003094480359,0.9998629359773781
norm_N1000_p10_rho0.6_sigma1.0_rep43,norm,0.6,1.0,43,0.30378840340046015,0.17080756769407524,0.9958486100270755,0.036365203005366255,0.15141227539918906,0.9997209568139257
norm_N1000_p10_rho0.6_sigma1.0_rep44,norm,0.6,1.0,44,0.25974828006461964,0.1595283898438168,0.9969153939453411,0.027740810570403913,0.132467645891207,0.999789666848433
norm_N1000_p10_rho0.6_sigma1.0_rep45,norm,0.6,1.0,45,0.2242486002851901,0.12543105442821323,0.9977495203750572,0.01996035243839933,0.1129275582705544,0.9998481450575761
norm_N1000_p10_rho0.6_sigma1.0_rep46,norm,0.6,1.0,46,0.2268632437402858,0.1317227542247802,0.9976500796507698,0.023932348031098293,0.12376510994644846,0.9998467155611166
norm_N1000_p10_rho0.6_sigma1.0_rep47,norm,0.6,1.0,47,0.2338145168640717,0.11690542635587575,0.9975709995875234,0.023566163634097994,0.12200759611075339,0.9998371858943342
norm_N1000_p10_rho0.6_sigma1.0_rep48,norm,0.6,1.0,48,0.15537400301715618,0.12094441926878008,0.9989060300359576,0.011008406086308384,0.08340662367860785,0.999925559329966
norm_N1000_p10_rho0.6_sigma1.0_rep49,norm,0.6,1.0,49,0.17601398265745505,0.0998840826582208,0.9987477113948622,0.027681876388642446,0.13373786736407905,0.9999149986098922
norm_N1000_p10_rho0.6_sigma1.0_rep5,norm,0.6,1.0,5,0.14928578870163534,0.11344799151294427,0.9989865154366893,0.011009835047874077,0.08354097154945253,0.9999345745735623
norm_N1000_p10_rho0.6_sigma1.0_rep50,norm,0.6,1.0,50,0.15768102897583938,0.07969358646377334,0.9989698499919155,0.020575562971672304,0.11443359339781814,0.9999290833370104
norm_N1000_p10_rho0.6_sigma1.0_rep51,norm,0.6,1.0,51,0.21377872298500847,0.09465867479472234,0.9980110520799964,0.02067322769104703,0.11489587865263007,0.9998655491653633
norm_N1000_p10_rho0.6_sigma1.0_rep52,norm,0.6,1.0,52,0.1936759192555389,0.11215521407222662,0.9983054105720137,0.01577045886582882,0.10020471804687871,0.9998870260655591
norm_N1000_p10_rho0.6_sigma1.0_rep53,norm,0.6,1.0,53,0.23720207135801077,0.1263518342536234,0.9976639281312911,0.03435971559604513,0.15208850882303268,0.9998775356426534
