method,rho,sigma_2,rep,term,beta_true,beta_od,beta_sd,diff
cart,0.6,2.0,20,β₀ (intercept),1,0.9940576825388898,1.0719473043642556,-0.07788962182536574
cart,0.6,2.0,20,β1,1,1.1379614146456305,1.3869176129461918,-0.24895619830056126
cart,0.6,2.0,20,β2,1,0.899501682433284,0.8319637410931269,0.06753794134015711
cart,0.6,2.0,20,β3,1,1.2031283478242445,0.6395559650446577,0.5635723827795868
cart,0.6,2.0,20,β4,1,0.9215085167275788,1.2552447442161452,-0.33373622748856635
cart,0.6,2.0,20,β5,1,0.9247550504422288,1.0338898990770276,-0.10913484863479872
cart,0.6,2.0,20,β6,1,1.026555424664413,1.019186710875111,0.00736871378930215
cart,0.6,2.0,20,β7,1,0.9395380393483175,0.8405003002554852,0.09903773909283231
cart,0.6,2.0,20,β8,1,0.9423776878958512,0.5526415655537014,0.3897361223421498
cart,0.6,2.0,20,β9,1,0.9645732657465705,0.7766253168191692,0.1879479489274013
cart,0.6,2.0,20,β10,1,1.04992339780919,1.136655672449285,-0.08673227464009492
cart,0.6,2.0,21,β₀ (intercept),1,1.0324590740601114,1.1130328338817346,-0.08057375982162318
cart,0.6,2.0,21,β1,1,0.9608857829448876,0.7074050929135296,0.253480690031358
cart,0.6,2.0,21,β2,1,1.0307564569080014,1.2212283671281958,-0.19047191022019438
cart,0.6,2.0,21,β3,1,0.8576819552296197,0.3574799481592324,0.5002020070703872
cart,0.6,2.0,21,β4,1,1.1826965764483175,1.1318386379740724,0.050857938474245135
cart,0.6,2.0,21,β5,1,1.0354987690259303,0.8428093386883191,0.1926894303376112
cart,0.6,2.0,21,β6,1,0.9021387258495532,1.3264837350500893,-0.4243450092005361
cart,0.6,2.0,21,β7,1,1.0225271376474188,1.2883010691365084,-0.2657739314890897
cart,0.6,2.0,21,β8,1,1.0958791216188744,1.2554410461643066,-0.15956192454543228
cart,0.6,2.0,21,β9,1,0.917943606125981,0.470618805160121,0.44732480096586
cart,0.6,2.0,21,β10,1,1.0543303668262312,0.7278967931095065,0.32643357371672466
cart,0.6,2.0,22,β₀ (intercept),1,0.9626977877454557,1.08239250246733,-0.11969471472187432
cart,0.6,2.0,22,β1,1,0.9330124093669683,0.8230815639878012,0.10993084537916709
cart,0.6,2.0,22,β2,1,1.0471511478909,1.1832502782253393,-0.13609913033443943
cart,0.6,2.0,22,β3,1,0.9785713686031383,1.2662620372165956,-0.28769066861345727
cart,0.6,2.0,22,β4,1,0.9353451662308949,0.634076539385789,0.3012686268451059
cart,0.6,2.0,22,β5,1,0.93794087206005,0.7401407088303599,0.19780016322969007
cart,0.6,2.0,22,β6,1,1.050499479960062,0.5937119127945021,0.4567875671655599
cart,0.6,2.0,22,β7,1,1.18083173518921,0.9212449268964782,0.25958680829273173
cart,0.6,2.0,22,β8,1,0.8943047285386607,0.8923720558706977,0.0019326726679630424
cart,0.6,2.0,22,β9,1,1.045430381657898,0.704787187374434,0.340643194283464
cart,0.6,2.0,22,β10,1,1.0609126575351753,1.5237812937482829,-0.4628686362131076
cart,0.6,2.0,23,β₀ (intercept),1,0.9732278224808837,1.0837805823430209,-0.1105527598621372
cart,0.6,2.0,23,β1,1,1.0254654306058852,0.8309087957634,0.1945566348424852
cart,0.6,2.0,23,β2,1,0.9579742809384606,0.6494419662853947,0.30853231465306585
cart,0.6,2.0,23,β3,1,0.9320036655312788,0.4022591571002262,0.5297445084310526
cart,0.6,2.0,23,β4,1,1.000765027125829,0.3000628119399016,0.7007022151859275
cart,0.6,2.0,23,β5,1,0.8900974143721152,1.0713411011829341,-0.18124368681081893
cart,0.6,2.0,23,β6,1,1.1207264228800735,0.7139884927479648,0.4067379301321087
cart,0.6,2.0,23,β7,1,0.9721126240557938,1.5613831886859872,-0.5892705646301934
cart,0.6,2.0,23,β8,1,1.1370428990729418,1.6777563727074114,-0.5407134736344696
cart,0.6,2.0,23,β9,1,1.0128292365533649,1.0089457014977352,0.003883535055629661
cart,0.6,2.0,23,β10,1,0.9899094554078073,0.9202429134323059,0.06966654197550137
cart,0.6,2.0,24,β₀ (intercept),1,0.9362049342592877,1.159431727898052,-0.2232267936387642
cart,0.6,2.0,24,β1,1,0.999395332317614,1.436202341820605,-0.4368070095029909
cart,0.6,2.0,24,β2,1,1.1158936313147998,0.9982304937234261,0.1176631375913737
cart,0.6,2.0,24,β3,1,0.9823031634205738,0.8232581433814865,0.15904502003908727
cart,0.6,2.0,24,β4,1,1.0564729707872027,1.1044179878128924,-0.04794501702568965
cart,0.6,2.0,24,β5,1,1.0001778881747743,1.3214567750201764,-0.3212788868454022
cart,0.6,2.0,24,β6,1,1.0493837167658224,0.39009522256830353,0.6592884941975189
cart,0.6,2.0,24,β7,1,1.115060773203471,0.9010177368354725,0.21404303636799848
cart,0.6,2.0,24,β8,1,0.8408491292990823,0.6505071415521155,0.19034198774696676
cart,0.6,2.0,24,β9,1,0.8963344233117613,0.5877392105619581,0.30859521274980317
cart,0.6,2.0,24,β10,1,0.982390127482523,0.8784461137332021,0.10394401374932083
cart,0.6,2.0,25,β₀ (intercept),1,1.1082018497684971,1.2188311600499822,-0.11062931028148504
cart,0.6,2.0,25,β1,1,1.112186254755828,1.195778469115456,-0.08359221435962794
cart,0.6,2.0,25,β2,1,0.8823885667400728,1.111540296843612,-0.2291517301035393
cart,0.6,2.0,25,β3,1,0.9276727207920529,0.738372841189723,0.18929987960232986
cart,0.6,2.0,25,β4,1,0.9991000181706889,0.641809099150751,0.3572909190199379
cart,0.6,2.0,25,β5,1,0.9480707245144392,1.0931687170441493,-0.14509799252971012
cart,0.6,2.0,25,β6,1,0.9578031734456189,1.0852887540877079,-0.12748558064208892
cart,0.6,2.0,25,β7,1,0.9793853121181042,0.9322709531201827,0.04711435899792149
cart,0.6,2.0,25,β8,1,1.0230198647422504,0.404508755678343,0.6185111090639074
cart,0.6,2.0,25,β9,1,1.1102452706422705,1.0015225684101687,0.10872270223210179
cart,0.6,2.0,25,β10,1,0.9959757227598933,0.9746246592889891,0.021351063470904208
cart,0.6,2.0,26,β₀ (intercept),1,1.0160377069567375,1.1111004976944545,-0.09506279073771706
cart,0.6,2.0,26,β1,1,0.9014404876498258,1.2271912426671516,-0.32575075501732587
cart,0.6,2.0,26,β2,1,1.1196017100284004,1.0306669451266561,0.08893476490174423
cart,0.6,2.0,26,β3,1,0.9884657941661775,0.9698825965721037,0.018583197594073786
cart,0.6,2.0,26,β4,1,0.9525716449648127,0.9803760574786923,-0.02780441251387955
cart,0.6,2.0,26,β5,1,1.083406798040265,1.0762777989442103,0.0071289990960548
cart,0.6,2.0,26,β6,1,0.8878645685719426,0.4750276466761988,0.41283692189574384
cart,0.6,2.0,26,β7,1,0.9935116323644638,1.2204064409730102,-0.22689480860854638
cart,0.6,2.0,26,β8,1,1.075609410024338,0.5262083263992053,0.5494010836251327
cart,0.6,2.0,26,β9,1,0.9611535622574574,0.8054036613166432,0.1557499009408142
cart,0.6,2.0,26,β10,1,0.9994889539716132,0.8606186470550391,0.1388703069165741
cart,0.6,2.0,27,β₀ (intercept),1,1.0000821637159618,0.8612118655416305,0.13887029817433127
cart,0.6,2.0,27,β1,1,0.9906006576309933,0.7630109626710849,0.22758969495990833
cart,0.6,2.0,27,β2,1,0.9746668431230683,0.9006594339073075,0.07400740921576077
cart,0.6,2.0,27,β3,1,1.0822267564968595,1.2484841363405264,-0.16625737984366684
cart,0.6,2.0,27,β4,1,0.8548699474596517,0.38238518650605263,0.4724847609535991
cart,0.6,2.0,27,β5,1,0.8588706207856583,1.342161518567291,-0.4832908977816327
cart,0.6,2.0,27,β6,1,1.0179602972381778,1.3135849581780403,-0.2956246609398625
cart,0.6,2.0,27,β7,1,0.9805557490221439,0.7748829929329749,0.20567275608916902
cart,0.6,2.0,27,β8,1,0.9650055037831271,0.4884717127843806,0.4765337909987465
cart,0.6,2.0,27,β9,1,1.01419781126129,0.8140014997768427,0.20019631148444728
cart,0.6,2.0,27,β10,1,1.0864872102824115,1.050184198332229,0.03630301195018237
cart,0.6,2.0,28,β₀ (intercept),1,1.0667764318506587,1.294743359270798,-0.22796692742013924
cart,0.6,2.0,28,β1,1,1.0156314608272332,0.7029854198061601,0.3126460410210731
cart,0.6,2.0,28,β2,1,1.0490743180253914,0.7341346167177605,0.31493970130763094
cart,0.6,2.0,28,β3,1,0.8964544787264718,0.6957296261511701,0.2007248525753017
cart,0.6,2.0,28,β4,1,1.0326050204731974,1.004489294240897,0.02811572623230041
cart,0.6,2.0,28,β5,1,1.0490531345191894,0.7323184222844383,0.316734712234751
cart,0.6,2.0,28,β6,1,0.9052563654634386,1.1591033763449277,-0.2538470108814891
cart,0.6,2.0,28,β7,1,1.0083976972529123,1.2183335576692333,-0.20993586041632106
cart,0.6,2.0,28,β8,1,0.9126563795812058,1.0079631822149486,-0.0953068026337428
cart,0.6,2.0,28,β9,1,1.0152531501624946,1.2223549389365174,-0.20710178877402274
cart,0.6,2.0,28,β10,1,1.1190960918151955,0.533480728624881,0.5856153631903145
cart,0.6,2.0,29,β₀ (intercept),1,0.9463824166253321,0.9779501609883225,-0.03156774436299048
cart,0.6,2.0,29,β1,1,1.048482151706833,1.1842506819584238,-0.13576853025159075
cart,0.6,2.0,29,β2,1,0.9932540047249079,1.3672192108366827,-0.37396520611177486
cart,0.6,2.0,29,β3,1,0.9954195045662045,0.6353725148001975,0.360046989766007
cart,0.6,2.0,29,β4,1,1.0191126925050136,0.7467615226137464,0.2723511698912672
cart,0.6,2.0,29,β5,1,0.9782082558368612,1.2531653482730323,-0.27495709243617106
cart,0.6,2.0,29,β6,1,1.0171592804777396,1.0433009947173575,-0.026141714239617864
cart,0.6,2.0,29,β7,1,1.0191058557041257,0.7982604502083493,0.22084540549577636
cart,0.6,2.0,29,β8,1,0.9850733061612771,0.5460627520163633,0.43901055414491374
cart,0.6,2.0,29,β9,1,0.9536499342303759,0.6959245671474276,0.25772536708294835
cart,0.6,2.0,29,β10,1,1.0240806214806446,1.0363378764262603,-0.012257254945615692
cart,0.6,2.0,3,β₀ (intercept),1,0.9556828525972239,0.9512106341747049,0.004472218422518992
cart,0.6,2.0,3,β1,1,0.991558019829378,0.5944012639011181,0.39715675592825983
cart,0.6,2.0,3,β2,1,0.9090027608259277,1.1021942111997367,-0.19319145037380903
cart,0.6,2.0,3,β3,1,0.9455196410046828,0.46871994689265306,0.4767996941120297
cart,0.6,2.0,3,β4,1,1.0217162306656835,0.576717721494993,0.4449985091706905
cart,0.6,2.0,3,β5,1,1.1306196399109032,1.6151589986625365,-0.48453935875163334
cart,0.6,2.0,3,β6,1,0.9711048546522915,1.18308183987375,-0.21197698522145847
cart,0.6,2.0,3,β7,1,0.9976402197873976,1.1682635034330977,-0.17062328364570012
cart,0.6,2.0,3,β8,1,0.9820081651596665,0.6440270443044132,0.33798112085525334
cart,0.6,2.0,3,β9,1,1.0255585252393808,1.0783961204658081,-0.05283759522642728
cart,0.6,2.0,3,β10,1,1.0913612138832702,1.0048421382170194,0.08651907566625083
cart,0.6,2.0,30,β₀ (intercept),1,0.9908135054449551,1.0737314127763598,-0.0829179073314047
cart,0.6,2.0,30,β1,1,1.124339563029741,1.2640952512251995,-0.13975568819545847
cart,0.6,2.0,30,β2,1,0.9473952969213695,0.22121261359433575,0.7261826833270337
cart,0.6,2.0,30,β3,1,1.097962364410965,1.349441944540021,-0.2514795801290559
cart,0.6,2.0,30,β4,1,0.9586913889762032,1.0690271311830928,-0.11033574220688958
cart,0.6,2.0,30,β5,1,1.010329370681651,0.5490534428933828,0.4612759277882682
cart,0.6,2.0,30,β6,1,0.9801922016573975,1.0191720226704757,-0.038979821013078175
cart,0.6,2.0,30,β7,1,0.9878896950120042,0.9315641886870011,0.056325506325003105
cart,0.6,2.0,30,β8,1,1.0571746007180711,0.9168623498150336,0.14031225090303756
cart,0.6,2.0,30,β9,1,0.9753352729317024,0.6804296248409581,0.29490564809074427
cart,0.6,2.0,30,β10,1,0.841503100527447,0.8611340540168194,-0.019630953489372382
cart,0.6,2.0,31,β₀ (intercept),1,1.0360774643696478,1.120675761622312,-0.08459829725266421
cart,0.6,2.0,31,β1,1,0.9104320139669402,0.4780188265586389,0.43241318740830126
cart,0.6,2.0,31,β2,1,1.0031515169401715,0.7958476040637739,0.2073039128763976
cart,0.6,2.0,31,β3,1,1.0732704263101949,0.6147578729243217,0.45851255338587316
cart,0.6,2.0,31,β4,1,1.055076932617898,0.882016527131626,0.17306040548627188
cart,0.6,2.0,31,β5,1,0.9225986282307533,1.0363780113745502,-0.11377938314379688
cart,0.6,2.0,31,β6,1,1.026553849662834,0.6990427784056826,0.3275110712571513
cart,0.6,2.0,31,β7,1,1.0090622471211983,1.2800952677362611,-0.27103302061506285
cart,0.6,2.0,31,β8,1,0.9384922087478601,0.9790292149694998,-0.04053700622163969
cart,0.6,2.0,31,β9,1,0.998764776180639,1.2465041343831424,-0.24773935820250348
cart,0.6,2.0,31,β10,1,1.0081658259898432,1.3890123360422022,-0.38084651005235903
cart,0.6,2.0,32,β₀ (intercept),1,1.061844434525187,1.0079985411896468,0.05384589333554013
cart,0.6,2.0,32,β1,1,0.9852726172609656,0.571780634109292,0.41349198315167357
cart,0.6,2.0,32,β2,1,1.0910726323867257,1.0395129507634708,0.05155968162325486
cart,0.6,2.0,32,β3,1,0.9790220656425773,0.9178569428019574,0.06116512284061992
cart,0.6,2.0,32,β4,1,0.9971878737209683,1.1320945572130336,-0.13490668349206536
cart,0.6,2.0,32,β5,1,1.0640375534192028,0.961781026450806,0.10225652696839682
cart,0.6,2.0,32,β6,1,0.959727651370755,0.7265318002449819,0.23319585112577312
cart,0.6,2.0,32,β7,1,1.0990952337690436,0.7261529575128728,0.3729422762561708
cart,0.6,2.0,32,β8,1,1.043721452891793,0.47727471807363,0.5664467348181631
cart,0.6,2.0,32,β9,1,0.9069980075081795,1.3460532409898736,-0.43905523348169406
cart,0.6,2.0,32,β10,1,0.9061026521443971,1.228400327407637,-0.3222976752632398
cart,0.6,2.0,33,β₀ (intercept),1,1.0079590511825933,0.8558169693548341,0.15214208182775923
cart,0.6,2.0,33,β1,1,1.0848454045275244,1.112268780638963,-0.027423376111438635
cart,0.6,2.0,33,β2,1,1.1471773118894815,1.563511171335533,-0.4163338594460515
cart,0.6,2.0,33,β3,1,0.9198146186756639,0.7475048983593177,0.17230972031634628
cart,0.6,2.0,33,β4,1,0.9365544334591843,0.7963676251652133,0.140186808293971
cart,0.6,2.0,33,β5,1,0.9074981472157484,0.29050143872702455,0.6169967084887238
cart,0.6,2.0,33,β6,1,1.0467997662900743,0.608689496558237,0.4381102697318373
cart,0.6,2.0,33,β7,1,0.9969446797190583,1.2432301737667453,-0.24628549404768696
cart,0.6,2.0,33,β8,1,0.9806644286189172,1.1616454228727562,-0.18098099425383896
cart,0.6,2.0,33,β9,1,1.0536529418056106,0.3930900750368271,0.6605628667687835
cart,0.6,2.0,33,β10,1,1.045876823818163,1.2033625108066865,-0.1574856869885235
cart,0.6,2.0,34,β₀ (intercept),1,0.9480069414725475,1.2188310342037065,-0.27082409273115904
cart,0.6,2.0,34,β1,1,0.9224272892366205,0.8549196133154829,0.0675076759211376
cart,0.6,2.0,34,β2,1,0.8820876549589101,1.006948779283288,-0.12486112432437801
cart,0.6,2.0,34,β3,1,1.1019254200634758,1.3135593952845803,-0.2116339752211045
cart,0.6,2.0,34,β4,1,1.1002486125782491,1.2794562369938987,-0.17920762441564952
cart,0.6,2.0,34,β5,1,1.1630327799132412,1.3406177139569726,-0.17758493404373143
cart,0.6,2.0,34,β6,1,0.9770756798106868,0.7337476501721134,0.24332802963857336
cart,0.6,2.0,34,β7,1,0.983358355131682,0.9205818421379373,0.06277651299374476
cart,0.6,2.0,34,β8,1,0.9723084418640795,0.9872297439759999,-0.014921302111920443
cart,0.6,2.0,34,β9,1,0.9718427053695897,0.42068820271545954,0.5511545026541302
cart,0.6,2.0,34,β10,1,0.9585757822468348,0.17864996969881566,0.7799258125480192
cart,0.6,2.0,35,β₀ (intercept),1,1.0314968690537172,0.9324037860137733,0.09909308303994391
cart,0.6,2.0,35,β1,1,1.0223771997937816,0.882652702546015,0.1397244972477666
cart,0.6,2.0,35,β2,1,1.0328587793106743,0.97832411806003,0.05453466125064432
cart,0.6,2.0,35,β3,1,1.0384357209095698,0.7155316802401906,0.32290404066937917
cart,0.6,2.0,35,β4,1,0.9681271903881982,0.47490515936765204,0.4932220310205461
cart,0.6,2.0,35,β5,1,0.8413067393720692,1.2597582042944315,-0.4184514649223623
cart,0.6,2.0,35,β6,1,1.058358333746125,1.8148726359193044,-0.7565143021731793
cart,0.6,2.0,35,β7,1,0.9276998837012366,0.18226562936028054,0.745434254340956
cart,0.6,2.0,35,β8,1,0.8802516610616663,0.8888575406648938,-0.008605879603227451
cart,0.6,2.0,35,β9,1,1.2219715286751403,1.1791163689359565,0.042855159739183746
cart,0.6,2.0,35,β10,1,1.0771186307297822,0.8226539265003762,0.25446470422940604
cart,0.6,2.0,36,β₀ (intercept),1,1.0517550157511444,1.336988718078755,-0.2852337023276106
cart,0.6,2.0,36,β1,1,0.9561624040247237,1.1814011853800648,-0.22523878135534103
cart,0.6,2.0,36,β2,1,0.8863915865614609,1.0825163133012015,-0.19612472673974057
cart,0.6,2.0,36,β3,1,0.964664763917027,0.7486479623177436,0.2160168015992835
cart,0.6,2.0,36,β4,1,1.0713043465932313,1.0668525468588916,0.004451799734339623
cart,0.6,2.0,36,β5,1,1.0491317751870657,0.8341512434986158,0.21498053168844988
cart,0.6,2.0,36,β6,1,1.0611211268842984,1.348628904615918,-0.2875077777316195
cart,0.6,2.0,36,β7,1,0.9316084501250298,1.0021260963092007,-0.07051764618417089
cart,0.6,2.0,36,β8,1,0.9689721128428108,1.08124388136112,-0.11227176851830922
cart,0.6,2.0,36,β9,1,1.0509204983194271,0.5931757946764092,0.4577447036430179
cart,0.6,2.0,36,β10,1,0.9749504971315404,0.20282072333735457,0.7721297737941858
cart,0.6,2.0,37,β₀ (intercept),1,1.048436759841789,1.1733222533903869,-0.1248854935485979
cart,0.6,2.0,37,β1,1,0.9900107348805655,1.4634661263320536,-0.4734553914514882
cart,0.6,2.0,37,β2,1,1.0030145782436106,0.3686285814638337,0.6343859967797769
cart,0.6,2.0,37,β3,1,1.105551062063375,0.6620801178903726,0.4434709441730025
cart,0.6,2.0,37,β4,1,1.0162863897409782,1.1671939548619108,-0.15090756512093262
cart,0.6,2.0,37,β5,1,1.0014300598345474,1.0297981294360479,-0.028368069601500512
cart,0.6,2.0,37,β6,1,0.9129441404424095,0.7930396613476506,0.11990447909475888
cart,0.6,2.0,37,β7,1,0.9840574980153491,1.3557491080139354,-0.3716916099985863
cart,0.6,2.0,37,β8,1,1.0582655282734492,0.7162975605077273,0.3419679677657219
cart,0.6,2.0,37,β9,1,0.9734159269727581,0.4627162509932938,0.5106996759794644
cart,0.6,2.0,37,β10,1,0.9864206268948156,1.2101693325539258,-0.2237487056591102
cart,0.6,2.0,38,β₀ (intercept),1,0.959504551854273,0.9369060355200726,0.022598516334200403
cart,0.6,2.0,38,β1,1,0.8871823278624514,0.9715110925659048,-0.08432876470345341
cart,0.6,2.0,38,β2,1,1.0030709649155063,0.7447892142016879,0.2582817507138184
cart,0.6,2.0,38,β3,1,0.9910154168171618,0.81726460236236,0.17375081445480178
cart,0.6,2.0,38,β4,1,1.0549053286424692,0.968955653115044,0.08594967552742527
cart,0.6,2.0,38,β5,1,1.0327413203536546,0.5778070515539782,0.45493426879967647
cart,0.6,2.0,38,β6,1,0.9416079054143558,0.48158832318044437,0.46001958223391143
cart,0.6,2.0,38,β7,1,1.0396323453659508,1.8099845691714291,-0.7703522238054783
cart,0.6,2.0,38,β8,1,1.061679314845276,1.009046576930603,0.052632737914672933
cart,0.6,2.0,38,β9,1,1.0175328221610944,0.32534796888408907,0.6921848532770054
cart,0.6,2.0,38,β10,1,0.9477598710183174,1.3060778786856575,-0.3583180076673401
cart,0.6,2.0,39,β₀ (intercept),1,1.0979254392811106,1.0333626690188367,0.06456277026227397
cart,0.6,2.0,39,β1,1,0.9047813418846095,0.7769300668872011,0.12785127499740834
cart,0.6,2.0,39,β2,1,0.9037045178227028,0.42044125249723896,0.4832632653254638
cart,0.6,2.0,39,β3,1,0.9300233585782751,0.7078756067234963,0.22214775185477886
cart,0.6,2.0,39,β4,1,1.055203190070635,1.1018410782299188,-0.046637888159283936
cart,0.6,2.0,39,β5,1,1.0676403173833149,1.3268808663873932,-0.25924054900407834
cart,0.6,2.0,39,β6,1,1.0177027723435763,1.2614843774213675,-0.24378160507779123
cart,0.6,2.0,39,β7,1,1.0451552262237518,0.5226234540381851,0.5225317721855667
cart,0.6,2.0,39,β8,1,1.037827022633922,0.23127031638247833,0.8065567062514436
cart,0.6,2.0,39,β9,1,1.1529823997883297,1.8267890882845865,-0.6738066884962568
cart,0.6,2.0,39,β10,1,0.901943574793953,1.1458729635117468,-0.2439293887177938
cart,0.6,2.0,4,β₀ (intercept),1,1.0915374698762959,1.3428215664636158,-0.25128409658732
cart,0.6,2.0,4,β1,1,0.9075626031071612,1.0358937917671827,-0.12833118866002147
cart,0.6,2.0,4,β2,1,1.0654579729837463,0.713505608804883,0.35195236417886333
cart,0.6,2.0,4,β3,1,0.9856211276336206,0.45045460185014496,0.5351665257834757
cart,0.6,2.0,4,β4,1,0.9051685280686396,0.7401304810785604,0.16503804699007918
cart,0.6,2.0,4,β5,1,1.020740501208639,1.0547743096079576,-0.03403380839931858
cart,0.6,2.0,4,β6,1,1.0812598835691782,1.7505396960770894,-0.6692798125079111
cart,0.6,2.0,4,β7,1,1.1303628127568577,1.2453147928741928,-0.1149519801173351
cart,0.6,2.0,4,β8,1,1.0139355995441395,0.7728497912408069,0.2410858083033326
cart,0.6,2.0,4,β9,1,0.9366708261521514,0.5981388111506135,0.33853201500153784
cart,0.6,2.0,4,β10,1,0.9302616711623645,0.39415283504752685,0.5361088361148376
cart,0.6,2.0,40,β₀ (intercept),1,0.9865935722449285,1.0540221650954735,-0.06742859285054503
cart,0.6,2.0,40,β1,1,1.0159663824290093,1.325526179138111,-0.3095597967091017
cart,0.6,2.0,40,β2,1,0.962228738919098,0.6259361267787011,0.33629261214039685
cart,0.6,2.0,40,β3,1,0.9154749622668119,-0.011255078265312603,0.9267300405321245
cart,0.6,2.0,40,β4,1,0.9594757097245868,1.06622194481904,-0.10674623509445313
cart,0.6,2.0,40,β5,1,1.1646089426478163,0.6776849717319559,0.4869239709158605
cart,0.6,2.0,40,β6,1,0.9453190909514964,0.8278402843572971,0.11747880659419929
cart,0.6,2.0,40,β7,1,1.0786374689070657,1.2855798126989364,-0.2069423437918707
cart,0.6,2.0,40,β8,1,0.9768198204870725,0.7995665708335371,0.1772532496535354
cart,0.6,2.0,40,β9,1,0.9103005461895091,1.0014944617356851,-0.09119391554617606
cart,0.6,2.0,40,β10,1,1.0173555309358102,0.983960593139861,0.033394937795949264
cart,0.6,2.0,41,β₀ (intercept),1,0.964076484929242,1.0004847899962233,-0.03640830506698123
cart,0.6,2.0,41,β1,1,0.9589418074555481,1.5882836356268348,-0.6293418281712867
cart,0.6,2.0,41,β2,1,0.9328166430682923,0.9939436671339568,-0.061127024065664504
cart,0.6,2.0,41,β3,1,1.0900611992644291,0.8860076276539878,0.20405357161044135
cart,0.6,2.0,41,β4,1,0.9615896184742744,0.3963311816202931,0.5652584368539812
cart,0.6,2.0,41,β5,1,1.0879820065386459,1.5240930956083378,-0.436111089069692
cart,0.6,2.0,41,β6,1,1.0137320830027954,1.0466235558510666,-0.03289147284827121
cart,0.6,2.0,41,β7,1,0.993104436739166,0.5514223769286496,0.44168205981051645
cart,0.6,2.0,41,β8,1,1.066043283494564,1.1725323523641438,-0.10648906886957987
cart,0.6,2.0,41,β9,1,0.9288993376999294,0.42999258938379925,0.49890674831613013
cart,0.6,2.0,41,β10,1,0.9410351916432295,0.9295720447964781,0.011463146846751315
cart,0.6,2.0,42,β₀ (intercept),1,1.0930185271180743,1.2423863479069273,-0.1493678207888529
cart,0.6,2.0,42,β1,1,1.0850420939385859,0.8605600362815868,0.22448205765699902
cart,0.6,2.0,42,β2,1,1.0633171534044612,1.4633808049165125,-0.40006365151205125
cart,0.6,2.0,42,β3,1,1.013014397302665,0.6894827324828832,0.3235316648197819
cart,0.6,2.0,42,β4,1,0.966721551827504,0.8046229322579603,0.16209861956954363
cart,0.6,2.0,42,β5,1,0.8006303800833001,1.0003654117148812,-0.19973503163158113
cart,0.6,2.0,42,β6,1,1.0515980278545745,1.1751459357970981,-0.12354790794252368
cart,0.6,2.0,42,β7,1,0.9774460750992383,0.6255477706010631,0.35189830449817516
cart,0.6,2.0,42,β8,1,1.0559092304654174,0.5102827872756303,0.5456264431897871
cart,0.6,2.0,42,β9,1,1.0154612197798676,0.6479237328139403,0.36753748696592725
cart,0.6,2.0,42,β10,1,0.9736790739531297,1.2107188058702045,-0.23703973191707484
cart,0.6,2.0,43,β₀ (intercept),1,1.014777017435787,1.0353565126783904,-0.020579495242603274
cart,0.6,2.0,43,β1,1,1.0289928847849055,0.8301076583291798,0.1988852264557257
cart,0.6,2.0,43,β2,1,1.14126798862668,1.325803646104987,-0.1845356574783068
cart,0.6,2.0,43,β3,1,0.8650379879158402,1.2341053274226506,-0.36906733950681037
cart,0.6,2.0,43,β4,1,0.9834857516759492,0.9144710755198275,0.06901467615612167
cart,0.6,2.0,43,β5,1,1.0083146274557386,0.8165926164961872,0.19172201095955144
cart,0.6,2.0,43,β6,1,1.0808867758972136,1.396394067850828,-0.3155072919536144
cart,0.6,2.0,43,β7,1,0.9805020243733737,1.1131642410550662,-0.13266221668169242
cart,0.6,2.0,43,β8,1,1.027228498490299,0.49452784465817734,0.5327006538321217
cart,0.6,2.0,43,β9,1,0.9995873432001547,0.5564800175416872,0.44310732565846755
cart,0.6,2.0,43,β10,1,0.9861054652098044,0.9733610089981053,0.012744456211699062
cart,0.6,2.0,44,β₀ (intercept),1,1.0212502298283412,1.1936032042337712,-0.17235297440542996
cart,0.6,2.0,44,β1,1,1.0246695794316625,0.6225607182524051,0.40210886117925737
cart,0.6,2.0,44,β2,1,0.9049396240131249,0.8312988315695788,0.07364079244354604
cart,0.6,2.0,44,β3,1,0.9807496678529397,1.445677893921399,-0.4649282260684593
cart,0.6,2.0,44,β4,1,1.0343678134187246,0.6952215992640775,0.3391462141546472
cart,0.6,2.0,44,β5,1,0.9396124149424415,1.4912376382801567,-0.5516252233377151
cart,0.6,2.0,44,β6,1,1.0250744997908863,1.4044710784015275,-0.37939657861064124
cart,0.6,2.0,44,β7,1,0.9871270217414332,0.7977004293938257,0.1894265923476075
cart,0.6,2.0,44,β8,1,1.039659588310404,0.6211108123808229,0.4185487759295812
cart,0.6,2.0,44,β9,1,1.0621168583633012,1.127540853404138,-0.06542399504083685
cart,0.6,2.0,44,β10,1,0.9537586708323056,0.6192709010407692,0.3344877697915364
cart,0.6,2.0,45,β₀ (intercept),1,0.9866947756252515,1.0861938004798413,-0.09949902485458972
cart,0.6,2.0,45,β1,1,1.0055034218975978,0.8617469404776816,0.14375648141991615
cart,0.6,2.0,45,β2,1,1.101394087479496,1.1151218267258844,-0.01372773924638837
cart,0.6,2.0,45,β3,1,1.0252260440692194,0.8128777016240759,0.21234834244514345
cart,0.6,2.0,45,β4,1,0.9024979315180948,0.6465047393102031,0.25599319220789163
cart,0.6,2.0,45,β5,1,0.9227604722086121,1.4138205452033556,-0.4910600729947435
cart,0.6,2.0,45,β6,1,0.9148436281097957,0.8522584913732978,0.0625851367364979
cart,0.6,2.0,45,β7,1,1.0222693033347563,0.9834228965651706,0.03884640676958573
cart,0.6,2.0,45,β8,1,1.1305887230630196,0.649822427072109,0.4807662959909106
