method,rho,sigma_2,rep,term,beta_true,beta_od,beta_sd,diff
cart,0.0,1.0,15,β6,1,1.034308441420869,0.5960723604238966,0.4382360809969724
cart,0.0,1.0,15,β7,1,0.9362002866690283,0.4822339745671986,0.45396631210182975
cart,0.0,1.0,15,β8,1,0.926798343758981,0.41241024416977523,0.5143880995892057
cart,0.0,1.0,15,β9,1,1.0067290675991338,0.690153306236722,0.31657576136241183
cart,0.0,1.0,15,β10,1,1.0205525959909818,0.48799295053014013,0.5325596454608417
cart,0.0,1.0,16,β₀ (intercept),1,1.017233703254285,1.324188688080207,-0.3069549848259219
cart,0.0,1.0,16,β1,1,1.00236354479712,0.4030493193030913,0.5993142254940287
cart,0.0,1.0,16,β2,1,0.998245566748265,0.8331933246124776,0.1650522421357874
cart,0.0,1.0,16,β3,1,1.0265712976191843,0.29979453858153565,0.7267767590376486
cart,0.0,1.0,16,β4,1,1.0266889457389294,0.5275594505260622,0.4991294952128672
cart,0.0,1.0,16,β5,1,0.9842000480768316,0.2909220764746393,0.6932779716021923
cart,0.0,1.0,16,β6,1,0.9819817898752018,0.7097551657108597,0.27222662416434207
cart,0.0,1.0,16,β7,1,0.9791202328605889,0.941875683592799,0.03724454926778986
cart,0.0,1.0,16,β8,1,0.9861697013661772,0.6905029851182761,0.2956667162479011
cart,0.0,1.0,16,β9,1,0.987832993822665,0.4310108014157186,0.5568221924069463
cart,0.0,1.0,16,β10,1,0.9848850327679188,0.4549654721731561,0.5299195605947628
cart,0.0,1.0,17,β₀ (intercept),1,1.003756974714832,0.8342497790927605,0.1695071956220715
cart,0.0,1.0,17,β1,1,0.9752233439873692,0.5089479682013801,0.4662753757859891
cart,0.0,1.0,17,β2,1,1.0448233712958042,0.69267744457879,0.35214592671701417
cart,0.0,1.0,17,β3,1,0.9844867612176238,0.8108083508002022,0.1736784104174216
cart,0.0,1.0,17,β4,1,0.9226399522028434,0.3869050526425917,0.5357348995602518
cart,0.0,1.0,17,β5,1,0.9920800743870091,0.2913480190305631,0.700732055356446
cart,0.0,1.0,17,β6,1,1.0922673088735635,0.6583104140062492,0.43395689486731426
cart,0.0,1.0,17,β7,1,0.9811270868457937,0.4204618375078643,0.5606652493379294
cart,0.0,1.0,17,β8,1,1.0531540424463632,0.4702242824011255,0.5829297600452377
