method,rho,sigma_2,rep,r2_od,r2_sd,r2_diff,ci_overlap_pct
cart,0.0,2.0,25,0.8211455072077374,0.31229546442164335,0.508850042786094,12.700421441960582
cart,0.0,2.0,26,0.8286889132812629,0.33349336972418075,0.4951955435570822,5.777067104077969
cart,0.0,2.0,27,0.8271015429473162,0.34861332698063785,0.47848821596667834,5.552721159389745
cart,0.0,2.0,28,0.8441189053660588,0.3179816113351881,0.5261372940308707,2.735918557453656
cart,0.0,2.0,29,0.8270617224215799,0.370609751375675,0.45645197104590496,15.89559346114154
cart,0.0,2.0,3,0.8225054397150166,0.3390330641136079,0.48347237560140865,13.98476190162711
cart,0.0,2.0,30,0.8315074101485809,0.3401716563396582,0.4913357538089227,1.3645927240689275
cart,0.0,2.0,31,0.8389424789404574,0.2940380804930989,0.5449043984473585,5.643766541834432
cart,0.0,2.0,32,0.8284134942498762,0.3323144359128083,0.4960990583370679,0.387368131489054
cart,0.0,2.0,33,0.8132128615852322,0.3375582832581542,0.475654578327078,8.13673760341363
cart,0.0,2.0,34,0.8316946324070216,0.31339793129353677,0.5182967011134848,1.6944153235550625
cart,0.0,2.0,35,0.8420403475381887,0.3969375594382403,0.4451027880999484,9.546533230910947
cart,0.0,2.0,36,0.8331592315605311,0.31725244482724035,0.5159067867332907,9.049456111517802
cart,0.0,2.0,37,0.8389187550947047,0.41017936179891346,0.42873939329579125,14.325670990189131
cart,0.0,2.0,38,0.8337668544096952,0.3498393012836448,0.4839275531260504,13.87081895304229
cart,0.0,2.0,39,0.8294034894434131,0.30088786277682766,0.5285156266665855,6.799071821923455
cart,0.0,2.0,4,0.8280544450580409,0.3573469334994053,0.47070751155863566,7.024744950607058
cart,0.0,2.0,40,0.8375425425590832,0.4033770776793506,0.4341654648797326,9.787652285811761
cart,0.0,2.0,41,0.8276820926116862,0.3450461975536713,0.48263589505801496,7.087535525123679
