method,rho,sigma_2,rep,r2_od,r2_sd,r2_diff,ci_overlap_pct
cart,0.3,2.0,58,0.944761953747364,0.7191333990767279,0.22562855467063614,24.064010183647884
cart,0.3,2.0,59,0.9482691275029301,0.6855423192224568,0.26272680828047335,20.946067694228688
cart,0.3,2.0,6,0.9439584823617673,0.7096645633068298,0.23429391905493746,27.087315086726115
cart,0.3,2.0,60,0.9432853815722918,0.7293566541799892,0.21392872739230262,18.003581728753453
cart,0.3,2.0,61,0.9515198013832727,0.7044176751368099,0.24710212624646288,29.221115868592975
cart,0.3,2.0,62,0.9519404825247241,0.739021761845123,0.21291872067960105,25.00716855907793
cart,0.3,2.0,63,0.9501229067253674,0.7306444811842586,0.21947842554110875,29.10954821969899
cart,0.3,2.0,64,0.9434363460350482,0.639215591572696,0.3042207544623522,21.198195792411205
cart,0.3,2.0,65,0.9520938613416738,0.6877350262243358,0.26435883511733804,24.38485795277636
cart,0.3,2.0,66,0.9483743541406607,0.704903981451136,0.24347037268952476,35.24430036777835
cart,0.3,2.0,67,0.956244972863973,0.7088213848809528,0.24742358798302022,30.63670498751842
cart,0.3,2.0,68,0.955710438037029,0.7230814362303074,0.23262900180672164,22.954098912036866
cart,0.3,2.0,69,0.9471124836470459,0.7103866725748167,0.23672581107222923,13.164424806046599
cart,0.3,2.0,7,0.9515670340218111,0.7119607476890962,0.23960628633271486,37.19816631576333
cart,0.3,2.0,70,0.948174553661165,0.7328891721786324,0.21528538148253262,23.4253375111411
cart,0.3,2.0,71,0.9509201266195197,0.6914758728782269,0.2594442537412929,18.186962267056526
cart,0.3,2.0,72,0.9495767040761509,0.7107525807536496,0.23882412332250136,34.91236256891844
cart,0.3,2.0,73,0.9564327687656412,0.7503773157917328,0.20605545297390837,18.786411427602463
cart,0.3,2.0,74,0.9553591983481978,0.7116116767235476,0.2437475216246502,18.326549423857983
cart,0.3,2.0,75,0.9472983994538313,0.6762895317682566,0.27100886768557475,33.38897147785096
cart,0.3,2.0,76,0.944256465941253,0.7484867532397363,0.19576971270151666,30.22257710093864
cart,0.3,2.0,77,0.9495454401202308,0.6924666885556183,0.25707875156461246,35.611817900362254
cart,0.3,2.0,78,0.9515727009473498,0.7888864676655702,0.16268623328177956,31.346467142359348
cart,0.3,2.0,79,0.9469160310285641,0.7101121659071992,0.23680386512136498,21.87395282000482
cart,0.3,2.0,8,0.9465982727966381,0.7045409142661638,0.24205735853047428,32.71148488431931
cart,0.3,2.0,80,0.9519489751552271,0.7259189373397803,0.22603003781544684,39.46813201925698
cart,0.3,2.0,81,0.9439583571669652,0.7049242142713673,0.23903414289559788,19.353796302326106
cart,0.3,2.0,82,0.9495136475299062,0.7018527131082825,0.24766093442162374,22.55253604003587
cart,0.3,2.0,83,0.9518040227815797,0.7047519133101141,0.2470521094714656,22.797747968022062
cart,0.3,2.0,84,0.944037237740931,0.7087926100097212,0.2352446277312098,20.675435924102565
cart,0.3,2.0,85,0.941447302100388,0.7253448894776565,0.21610241262273144,28.365310254665033
cart,0.3,2.0,86,0.9517168925760933,0.7227014807606323,0.22901541181546092,34.240232006235196
cart,0.3,2.0,87,0.9579523271269145,0.7404259959080997,0.21752633121881482,26.164270050523232
cart,0.3,2.0,88,0.9428835860451796,0.7026666797280465,0.2402169063171331,31.014279233379106
cart,0.3,2.0,89,0.9462067408035958,0.6854928045264486,0.26071393627714723,25.87503392582432
cart,0.3,2.0,9,0.9463607460005206,0.7084227053845833,0.23793804061593726,35.44351372991251
cart,0.3,2.0,90,0.9515474878825659,0.7261765819720081,0.22537090591055786,23.287249400680942
cart,0.3,2.0,91,0.9523953133521403,0.7360091038537389,0.21638620949840148,19.317809428896034
cart,0.3,2.0,92,0.9551020598660697,0.7327649808902947,0.22233707897577493,34.0521563621894
cart,0.3,2.0,93,0.9469560398103308,0.7225565240044248,0.224399515805906,32.38867680350541
cart,0.3,2.0,94,0.9502645451163769,0.7227301457258821,0.2275343993904948,34.79669436949315
cart,0.3,2.0,95,0.9520920742212948,0.7261369637046773,0.22595511051661754,20.88609497403982
cart,0.3,2.0,96,0.941261899775576,0.6857816200813791,0.25548027969419684,14.427639478706222
cart,0.3,2.0,97,0.9461689428999203,0.7199570674338298,0.22621187546609045,23.770638716255625
cart,0.3,2.0,98,0.9543401544127061,0.7408310455060664,0.21350910890663977,37.600297437677085
cart,0.3,2.0,99,0.9497109012475431,0.7006797979914288,0.24903110325611433,32.58134816629376
cart,0.6,1.0,1,0.9847682908971731,0.8652321797515835,0.1195361111455896,21.039074044061632
cart,0.6,1.0,10,0.9848551381880659,0.8687244166882164,0.11613072149984949,32.393243897304394
cart,0.6,1.0,100,0.9841801077392272,0.8779607648432567,0.10621934289597046,39.699707615902504
cart,0.6,1.0,11,0.9849134477565836,0.8518403760198523,0.13307307173673133,32.568533219098775
cart,0.6,1.0,12,0.9846587782385223,0.8517346219140809,0.13292415632444143,22.617433752042846
cart,0.6,1.0,13,0.9848493388785269,0.8362115272397644,0.14863781163876244,25.264691800013527
cart,0.6,1.0,14,0.9864552454497751,0.878861444438083,0.10759380101169214,23.19796712373245
cart,0.6,1.0,15,0.9845467936031369,0.8608426932762109,0.12370410032692603,18.478609198621072
cart,0.6,1.0,16,0.9847890681807014,0.851326276506805,0.1334627916738964,32.22540249385496
cart,0.6,1.0,17,0.9840677463876809,0.87255660655441,0.11151113983327088,45.56299587005029
cart,0.6,1.0,18,0.9811220796736392,0.8477733368246372,0.133348742849002,34.34727554391955
cart,0.6,1.0,19,0.9862267748386291,0.8637089846374115,0.12251779020121756,31.69013235545941
cart,0.6,1.0,2,0.9862279162260592,0.8837868046183442,0.10244111160771496,29.362740448300546
cart,0.6,1.0,20,0.9846373753688232,0.8774132176275005,0.10722415774132277,35.48016533457908
cart,0.6,1.0,21,0.9857589502040947,0.8708574492293583,0.11490150097473639,19.75262888929736
cart,0.6,1.0,22,0.9834685943540256,0.8554727860603114,0.12799580829371415,30.86387542666979
cart,0.6,1.0,23,0.9852120811878962,0.8736243715601534,0.11158770962774278,39.9492766638371
cart,0.6,1.0,24,0.9833087001654767,0.8635999231688695,0.1197087769966072,17.085708724361623
cart,0.6,1.0,25,0.9832779567624219,0.8612202852983906,0.12205767146403135,22.92372593053777
cart,0.6,1.0,26,0.9838123357684483,0.901340557753635,0.08247177801481331,21.0911700330813
cart,0.6,1.0,27,0.9852534230172403,0.8792563295185453,0.10599709349869502,30.994981856316528
cart,0.6,1.0,28,0.9848954723366293,0.8753666448900722,0.10952882744655712,31.728121130414966
cart,0.6,1.0,29,0.9862849767681592,0.8520394445342233,0.13424553223393587,28.549406292716327
cart,0.6,1.0,3,0.9840449870269561,0.8368089112129995,0.1472360758139566,34.31955075208062
cart,0.6,1.0,30,0.9860544490252455,0.8691262354236833,0.11692821360156225,33.14891833678827
cart,0.6,1.0,31,0.9851462572732594,0.8763834401876743,0.1087628170855851,25.93809158277618
cart,0.6,1.0,32,0.9858367144366678,0.8714653493034429,0.11437136513322488,39.99582052315158
cart,0.6,1.0,33,0.9841578364519226,0.865054197414698,0.11910363903722454,27.850063039153973
cart,0.6,1.0,34,0.9852597202723701,0.8799263496853464,0.10533337058702363,22.632000586756313
cart,0.6,1.0,35,0.9840428913670285,0.8780049210929757,0.10603797027405282,29.30161923902344
cart,0.6,1.0,36,0.9848589170255452,0.8592902146541281,0.12556870237141704,26.924866788668556
cart,0.6,1.0,37,0.9836998682084139,0.8360983139106429,0.147601554297771,33.390630693610504
cart,0.6,1.0,38,0.9855125985294779,0.8729731693299051,0.11253942919957283,11.678275548421064
cart,0.6,1.0,39,0.9830773370331457,0.8420303460970527,0.14104699093609296,23.982923991150024
cart,0.6,1.0,4,0.9832268395100947,0.8660004522478967,0.11722638726219803,24.06522840835174
cart,0.6,1.0,40,0.9846849105291807,0.8814637400479142,0.10322117048126656,24.055383749801926
cart,0.6,1.0,41,0.9829096389518828,0.8670217812363509,0.1158878577155319,31.884609265036513
cart,0.6,1.0,42,0.9837545548397769,0.8466365472584922,0.13711800758128467,27.972696180020584
cart,0.6,1.0,43,0.9861826195338549,0.8725789573765733,0.11360366215728157,30.32471604962256
cart,0.6,1.0,44,0.9850935822545771,0.8775323672187099,0.10756121503586724,43.20631553501549
cart,0.6,1.0,45,0.9843087740113983,0.8573277380243263,0.126981035987072,25.358897483919495
cart,0.6,1.0,46,0.9850583563028904,0.8696653307967971,0.11539302550609332,26.71407200956751
cart,0.6,1.0,47,0.9846412210210503,0.870503045904802,0.11413817511624835,29.768544208705777
cart,0.6,1.0,48,0.9851748254709265,0.8639993752120733,0.12117545025885323,33.69482133293184
cart,0.6,1.0,49,0.9850910266797891,0.8769022062471751,0.10818882043261402,29.557605781147846
cart,0.6,1.0,5,0.9858518536482322,0.8861969102403444,0.09965494340788783,16.54154804014409
cart,0.6,1.0,50,0.9863261338047874,0.8813806761889988,0.10494545761578855,17.88649735280538
cart,0.6,1.0,51,0.986200103234959,0.8569206452274551,0.12927945800750384,20.834595342927813
cart,0.6,1.0,52,0.9836011335431117,0.8794900958933722,0.1041110376497395,25.416947123435662
cart,0.6,1.0,53,0.9857597609309863,0.8766495355173576,0.10911022541362869,17.569430230924883
cart,0.6,1.0,54,0.9833539624566956,0.8648304999313449,0.11852346252535073,15.804845980584382
cart,0.6,1.0,55,0.985635703015359,0.8865339715432557,0.09910173147210322,34.48041170369069
cart,0.6,1.0,56,0.9846320248703687,0.8786108928840896,0.10602113198627916,30.9949170906973
cart,0.6,1.0,57,0.9857163821848672,0.8626224287638818,0.12309395342098539,30.034429313603596
cart,0.6,1.0,58,0.9849891847465172,0.8760954380840907,0.10889374666242646,23.426537253836894
cart,0.6,1.0,59,0.9845501211056861,0.877514749594414,0.10703537151127207,24.2065570631877
cart,0.6,1.0,6,0.9834929391224939,0.8677331271027131,0.1157598120197808,28.39189389041334
cart,0.6,1.0,60,0.9843868580048679,0.8888859737470424,0.09550088425782555,18.452559859128932
cart,0.6,1.0,61,0.9849331374533261,0.8634988933593717,0.12143424409395442,17.95183176230636
cart,0.6,1.0,62,0.9851024852145689,0.8630805619724389,0.12202192324213001,19.850802793474582
cart,0.6,1.0,63,0.9855933221735723,0.8650430991961903,0.12055022297738205,28.24833085277171
cart,0.6,1.0,64,0.9856867254778637,0.859878245649939,0.12580847982792476,28.202126001594586
cart,0.6,1.0,65,0.9836354306831829,0.8593091691488066,0.12432626153437631,24.421063252654147
cart,0.6,1.0,66,0.9851329414277312,0.8610233380108767,0.12410960341685451,34.6516293266228
cart,0.6,1.0,67,0.9858656297805618,0.8593884556590408,0.12647717412152104,34.308245946348116
cart,0.6,1.0,68,0.98443634757148,0.8723624892105817,0.11207385836089834,26.357597690266537
cart,0.6,1.0,69,0.9862266698910224,0.8857857859723244,0.10044088391869799,23.63044730357126
cart,0.6,1.0,7,0.9860955138171043,0.8596010612186201,0.12649445259848413,25.974952553489807
cart,0.6,1.0,70,0.9858918434740237,0.8628427100275992,0.12304913344642454,18.213167345338015
cart,0.6,1.0,71,0.9849718275950278,0.8742509538259187,0.11072087376910911,29.072683601531846
cart,0.6,1.0,72,0.9858028013523179,0.8455917307911487,0.14021107056116922,21.386161684694642
cart,0.6,1.0,73,0.9856420628252368,0.8706046460375952,0.11503741678764157,17.07418344999491
cart,0.6,1.0,74,0.9852542125982527,0.8728427425614578,0.11241147003679497,18.083370118782515
cart,0.6,1.0,75,0.9844816030551441,0.856321958184973,0.12815964487017106,21.015501117534686
cart,0.6,1.0,76,0.9835632774002119,0.8678026707743194,0.11576060662589249,26.356578083727378
cart,0.6,1.0,77,0.9859561090018061,0.869731541968384,0.1162245670334221,32.39223615187079
cart,0.6,1.0,78,0.984898268504538,0.8676419931841024,0.11725627532043559,25.009950247531375
cart,0.6,1.0,79,0.9862718567172497,0.8700851619626608,0.11618669475458887,29.175423143719204
cart,0.6,1.0,8,0.9853542129999362,0.8792704583764314,0.10608375462350483,25.05762009245863
cart,0.6,1.0,80,0.9851068735020564,0.8691875862572007,0.11591928724485567,29.203657611600004
cart,0.6,1.0,81,0.9858561669652227,0.8875018972895383,0.09835426967568439,34.766586102235536
cart,0.6,1.0,82,0.9845666800433117,0.8765197395642922,0.10804694047901953,17.97112919256904
cart,0.6,1.0,83,0.9861264802338728,0.8623369120943781,0.12378956813949471,20.018212380158477
cart,0.6,1.0,84,0.9848618070111919,0.8521971358120743,0.1326646711991175,31.611300181453622
cart,0.6,1.0,85,0.9847513899355366,0.8595530159540651,0.1251983739814715,18.649140178561503
cart,0.6,1.0,86,0.984377258462795,0.8642109685425341,0.1201662899202609,14.262444007143227
cart,0.6,1.0,87,0.9847929864607393,0.8848974612435718,0.09989552521716749,25.559413848628388
cart,0.6,1.0,88,0.9827347170169063,0.8583467397993934,0.12438797721751294,23.095911635569397
cart,0.6,1.0,89,0.9840130657734791,0.8665368379623791,0.11747622781110001,20.954600950417294
cart,0.6,1.0,9,0.9852063835437316,0.8785713200826262,0.1066350634611054,33.30359782111007
cart,0.6,1.0,90,0.9857757764069406,0.8844972490080011,0.1012785273989395,15.309971487824441
cart,0.6,1.0,91,0.9833761459143773,0.8551077702405234,0.12826837567385385,36.424773205374144
cart,0.6,1.0,92,0.9859774707692681,0.8713545899461628,0.11462288082310534,23.453826171471626
cart,0.6,1.0,93,0.9835313544671982,0.8775715819984229,0.1059597724687753,25.752695198737356
cart,0.6,1.0,94,0.9848930675585004,0.8739584631589897,0.11093460439951064,31.34166924646876
cart,0.6,1.0,95,0.9832410238020933,0.8658641846960209,0.11737683910607244,36.253607956999566
cart,0.6,1.0,96,0.9821133911744151,0.8612845373178147,0.12082885385660036,23.69207135767227
cart,0.6,1.0,97,0.9848054029230623,0.8391315585298167,0.1456738443932456,29.23417719559352
cart,0.6,1.0,98,0.9851447830977411,0.8583282888249397,0.1268164942728014,37.08676329923094
cart,0.6,1.0,99,0.9827639564711117,0.8609955831148732,0.12176837335623847,17.24089129634905
cart,0.6,1.5,1,0.9791478837428865,0.8809120485637945,0.09823583517909207,29.67415173124735
cart,0.6,1.5,10,0.9761983319817038,0.8796940679478652,0.0965042640338386,31.64029543980005
cart,0.6,1.5,100,0.9788643995584281,0.864650506671084,0.11421389288734407,30.532479979766975
cart,0.6,1.5,11,0.9777813624165533,0.8461824284224604,0.13159893399409295,32.17375547690763
cart,0.6,1.5,12,0.9778315807075221,0.8754508647979836,0.10238071590953846,22.118837095482974
cart,0.6,1.5,13,0.9760071770207372,0.8441707371284956,0.1318364398922417,35.65990020821904
cart,0.6,1.5,14,0.9783427364505314,0.8771278186445259,0.10121491780600544,27.712811195928115
cart,0.6,1.5,15,0.9747645214194842,0.8660946920648788,0.10866982935460545,28.33293821575168
cart,0.6,1.5,16,0.9776513440659069,0.865472414304554,0.11217892976135291,29.02994637712295
cart,0.6,1.5,17,0.9784798126885537,0.8843204309171376,0.09415938177141603,47.995680358893395
cart,0.6,1.5,18,0.9767025856428508,0.8489977442077483,0.12770484143510252,22.24003582358489
cart,0.6,1.5,19,0.9750162183890616,0.8546098266703174,0.12040639171874423,28.53505753362548
cart,0.6,1.5,2,0.9781514511314501,0.884916371514429,0.09323507961702104,37.16866301144064
cart,0.6,1.5,20,0.976357102885634,0.8395212634945192,0.13683583939111488,34.41909366185138
cart,0.6,1.5,21,0.977182265845808,0.8505389852734535,0.12664328057235452,37.51187201364773
cart,0.6,1.5,22,0.97696359953478,0.8558102851898622,0.12115331434491772,35.17341636142135
cart,0.6,1.5,23,0.9802588252752993,0.8818521918073465,0.09840663346795275,21.657183048960707
cart,0.6,1.5,24,0.9782739844484722,0.8758908968144995,0.10238308763397275,35.92660661397585
cart,0.6,1.5,25,0.9773913099913252,0.8472496332984424,0.1301416766928828,26.592518441173908
cart,0.6,1.5,26,0.9786558470316483,0.8523046219897418,0.12635122504190655,31.87425017961224
cart,0.6,1.5,27,0.9778312183565072,0.8710386092919291,0.1067926090645781,37.55711074368692
cart,0.6,1.5,28,0.9755834755836598,0.8630388454218929,0.11254463016176686,32.42504759637971
cart,0.6,1.5,29,0.9773325029999669,0.8571130620876636,0.1202194409123033,29.097584933024713
cart,0.6,1.5,3,0.9787674599958209,0.8644310781431195,0.11433638185270145,30.5034095822191
cart,0.6,1.5,30,0.9770359532344195,0.8411509956114115,0.135884957623008,36.163296300599015
cart,0.6,1.5,31,0.9752295969569719,0.8723176554356563,0.10291194152131555,44.89069574496979
cart,0.6,1.5,32,0.9787156556678807,0.8818638589801693,0.09685179668771138,40.083469423994956
cart,0.6,1.5,33,0.9770964469925266,0.8571019028656561,0.1199945441268705,25.472028199915865
cart,0.6,1.5,34,0.978087760205986,0.8470673954137286,0.13102036479225743,36.29596622965444
cart,0.6,1.5,35,0.9750154545676903,0.882284209207502,0.0927312453601884,18.31127245624212
cart,0.6,1.5,36,0.9785040675655744,0.8728120681689626,0.10569199939661178,36.385443472245754
cart,0.6,1.5,37,0.9799425712120838,0.8893074073830313,0.09063516382905257,36.96701971076525
cart,0.6,1.5,38,0.976829945635887,0.8558445134671997,0.12098543216868729,34.744718851648216
cart,0.6,1.5,39,0.9788114298261089,0.8812929003821673,0.09751852944394157,29.239504326577432
cart,0.6,1.5,4,0.9797481766134355,0.8701025216397418,0.10964565497369372,40.88269772628458
cart,0.6,1.5,40,0.9795235440314961,0.8745795510459093,0.10494399298558676,26.690766467934026
cart,0.6,1.5,41,0.9748873113898844,0.8589633360599407,0.1159239753299437,40.16583317043049
cart,0.6,1.5,42,0.9773758198770287,0.861774651203753,0.11560116867327574,46.6049982125725
cart,0.6,1.5,43,0.9759353208414283,0.8662190914797964,0.10971622936163195,29.526807826915647
cart,0.6,1.5,44,0.9765018543080911,0.8242311541425615,0.15227070016552957,26.46607420128507
cart,0.6,1.5,45,0.9768517797098508,0.8689122741021236,0.10793950560772725,33.35385703998634
cart,0.6,1.5,46,0.9763976835278436,0.8235418679672896,0.15285581556055405,15.86374012447363
cart,0.6,1.5,47,0.9757265915749836,0.8559331989056751,0.11979339266930855,32.183284376905455
cart,0.6,1.5,48,0.9789805760781608,0.8832396308383673,0.09574094523979348,24.990860482034577
cart,0.6,1.5,49,0.9773318890550997,0.8650797933577563,0.1122520956973434,26.117116181028116
cart,0.6,1.5,5,0.9784363168883995,0.8788271768755891,0.0996091400128104,34.32965433710383
cart,0.6,1.5,50,0.9765222805393243,0.8628812234977595,0.1136410570415648,13.207014631210956
cart,0.6,1.5,51,0.9776293546046814,0.8699949157168871,0.10763443888779423,14.284447227590752
cart,0.6,1.5,52,0.9756086020068016,0.859417005852764,0.11619159615403751,42.44126128521842
cart,0.6,1.5,53,0.9762803712510638,0.8608617130507858,0.11541865820027797,27.126262477694418
cart,0.6,1.5,54,0.9790365305426102,0.8725799224742568,0.10645660806835344,26.863342499943936
cart,0.6,1.5,55,0.9771522038812674,0.8505001994416197,0.12665200443964775,17.240165400662406
cart,0.6,1.5,56,0.976220481469031,0.852419754897702,0.1238007265713289,29.228025152644165
cart,0.6,1.5,57,0.9777783543273664,0.8640139060184674,0.11376444830889898,24.406044449859348
cart,0.6,1.5,58,0.9772256170453257,0.8583803908388861,0.11884522620643967,30.010513646658143
cart,0.6,1.5,59,0.9792322557253658,0.867910013470647,0.11132224225471876,26.823507411166027
cart,0.6,1.5,6,0.9753334419199681,0.8576866774461761,0.11764676447379196,13.39128135230769
cart,0.6,1.5,60,0.976342945423553,0.8828913823487891,0.09345156307476399,39.59536222835673
cart,0.6,1.5,61,0.9776941015286568,0.8649056761003603,0.11278842542829648,24.38583833003211
cart,0.6,1.5,62,0.9792030609126211,0.8743607882811021,0.10484227263151902,28.43981673857514
cart,0.6,1.5,63,0.9785369743947576,0.8680791710096096,0.11045780338514799,20.604790831107238
cart,0.6,1.5,64,0.9779271775211087,0.8761133614305449,0.10181381609056384,40.68163332911471
cart,0.6,1.5,65,0.9770147649238206,0.8504738132813483,0.12654095164247225,24.45665733267532
cart,0.6,1.5,66,0.9772078636423887,0.8816949894898701,0.09551287415251852,26.288508451164027
cart,0.6,1.5,67,0.9800106105420306,0.8553077808916578,0.12470282965037283,28.64258287281241
cart,0.6,1.5,68,0.9781328038463609,0.8840498969484919,0.09408290689786902,36.26048914636516
cart,0.6,1.5,69,0.9759414162770697,0.86083979403149,0.11510162224557963,20.122905828248015
cart,0.6,1.5,7,0.97730353367647,0.868939551426033,0.10836398225043709,44.09374257601009
cart,0.6,1.5,70,0.9797720287838773,0.8856742285220934,0.09409780026178383,38.956586704266996
cart,0.6,1.5,71,0.9763201885041699,0.8604624915894674,0.11585769691470249,36.79930301030937
cart,0.6,1.5,72,0.9772728907903698,0.847877031970447,0.12939585881992288,36.69178906623085
cart,0.6,1.5,73,0.9770767650812983,0.8626867639958354,0.11439000108546282,30.699317279036837
cart,0.6,1.5,74,0.9786545316876212,0.8451220183392876,0.1335325133483336,33.622490889037245
cart,0.6,1.5,75,0.9802304446149379,0.8656734882007092,0.1145569564142287,26.074418897257402
cart,0.6,1.5,76,0.9759687721558432,0.8565419360787019,0.11942683607714133,32.89623540283653
cart,0.6,1.5,77,0.9784895129307131,0.8599279105447871,0.11856160238592595,39.914255344606104
cart,0.6,1.5,78,0.9778699317920885,0.8597620282672104,0.1181079035248781,39.59913215389042
cart,0.6,1.5,79,0.9771804308207193,0.8569506673295054,0.12022976349121384,30.659210039673045
cart,0.6,1.5,8,0.9773567585360791,0.8648673109709909,0.11248944756508816,23.330739245426383
cart,0.6,1.5,80,0.9782703647762767,0.8717993550367462,0.1064710097395305,32.43745281366237
cart,0.6,1.5,81,0.9777116405079992,0.8550644295785608,0.12264721092943842,27.521680761243523
cart,0.6,1.5,82,0.9781987623485843,0.8585534000463864,0.11964536230219791,38.51586724534664
cart,0.6,1.5,83,0.9789342141579953,0.8652582425551596,0.11367597160283571,50.02271846367068
cart,0.6,1.5,84,0.9766026313530832,0.8635479520372566,0.11305467931582658,30.987583051855694
cart,0.6,1.5,85,0.974512370824008,0.8695596656754749,0.10495270514853305,39.22860710271265
cart,0.6,1.5,86,0.9756492839752638,0.8589385632622413,0.11671072071302258,28.19756025223013
cart,0.6,1.5,87,0.9755682057129306,0.8803077779179326,0.09526042779499799,29.919795074363186
cart,0.6,1.5,88,0.9769490274271674,0.8661171220299105,0.11083190539725685,28.296946150027622
cart,0.6,1.5,89,0.9765761515349789,0.8472271321248057,0.12934901941017318,19.789912314444862
cart,0.6,1.5,9,0.9776800687443012,0.8591683388125027,0.11851172993179859,46.264050933555176
cart,0.6,1.5,90,0.9784152395502306,0.8764994042166437,0.10191583533358683,25.792172281304556
cart,0.6,1.5,91,0.9767726650488079,0.8853835818559795,0.09138908319282835,25.243132974438648
cart,0.6,1.5,92,0.9750360111130375,0.8651367381080584,0.10989927300497915,7.994305257053188
cart,0.6,1.5,93,0.9758366257322272,0.8500903215554905,0.1257463041767367,16.4517632643374
cart,0.6,1.5,94,0.9780410146708128,0.8781471233911973,0.09989389127961557,54.92005677197669
cart,0.6,1.5,95,0.9774794656905927,0.8448367028112305,0.13264276287936227,44.68533962823972
cart,0.6,1.5,96,0.9782616315747673,0.8645344713604703,0.11372716021429696,26.948247464197994
cart,0.6,1.5,97,0.9768470787876375,0.8744548244368088,0.10239225435082877,32.18870690057402
cart,0.6,1.5,98,0.9759166848085415,0.8531340628317315,0.12278262197681,25.741713735021886
cart,0.6,1.5,99,0.9780574358913426,0.8715065329340246,0.10655090295731806,29.087579236646572
cart,0.6,2.0,1,0.9720850475066726,0.8654842714639587,0.1066007760427139,29.053958611267372
cart,0.6,2.0,10,0.9713747995649727,0.861247893569233,0.11012690599573971,23.923074972562492
cart,0.6,2.0,100,0.9692489348518846,0.874679339046788,0.0945695958050966,23.852176742722836
cart,0.6,2.0,11,0.9687205684690232,0.8451526054070394,0.12356796306198381,32.27748161229956
cart,0.6,2.0,12,0.9666300576520106,0.8309879001674773,0.13564215748453334,32.00598157357235
cart,0.6,2.0,13,0.9705075681372378,0.8496083277312273,0.12089924040601052,43.02667474469158
cart,0.6,2.0,14,0.9696087787949472,0.8561864599218354,0.11342231887311183,40.81419324061557
cart,0.6,2.0,15,0.9675916680722733,0.8760172390686226,0.09157442900365065,45.37890786467287
cart,0.6,2.0,16,0.9687002737870949,0.860059528863997,0.10864074492309794,25.861504813947906
cart,0.6,2.0,17,0.9701559414721749,0.8714744563499159,0.09868148512225894,33.657242335573514
cart,0.6,2.0,18,0.9702374159125124,0.8608395594238276,0.10939785648868483,22.61786704144299
cart,0.6,2.0,19,0.9686319059139308,0.8469492364006687,0.12168266951326212,29.71938450943522
cart,0.6,2.0,2,0.9692650044641593,0.865544126428448,0.10372087803571128,42.23070748175986
cart,0.6,2.0,20,0.9670176444048467,0.8379878378596738,0.12902980654517293,44.168904439428616
cart,0.6,2.0,21,0.9690715566167161,0.8703582798785094,0.09871327673820662,31.78678406268215
cart,0.6,2.0,22,0.968848216464494,0.8514454539795249,0.11740276248496917,36.49233440279029
cart,0.6,2.0,23,0.9693592951399072,0.8569965802704749,0.11236271486943228,26.572299269526727
cart,0.6,2.0,24,0.966959037745794,0.8687957711242116,0.09816326662158237,41.04948916598122
cart,0.6,2.0,25,0.9692074439105332,0.8651990229628922,0.10400842094764096,50.37091494603503
cart,0.6,2.0,26,0.9713377494567287,0.8631115647955222,0.10822618466120648,44.79165884035171
cart,0.6,2.0,27,0.9685403399270779,0.8697808168238252,0.09875952310325264,36.689794078915114
cart,0.6,2.0,28,0.9674921747788964,0.8552412133331551,0.11225096144574132,39.73481795340999
cart,0.6,2.0,29,0.9687488752644706,0.8509400405673555,0.11780883469711512,35.915364581113415
cart,0.6,2.0,3,0.96944591520841,0.8819690129423896,0.08747690226602034,30.067467671096804
cart,0.6,2.0,30,0.9730959212321342,0.8669520544214193,0.10614386681071486,44.952789651641716
cart,0.6,2.0,31,0.9707117471764053,0.8707428983798039,0.0999688487966014,33.43682527718967
cart,0.6,2.0,32,0.971166033674666,0.8558369793120084,0.11532905436265761,32.75338172608634
cart,0.6,2.0,33,0.9714300886564382,0.8614974269939126,0.10993266166252558,33.741726013399116
cart,0.6,2.0,34,0.9723085886071998,0.8663878947844089,0.1059206938227909,45.18658981723601
cart,0.6,2.0,35,0.9703024740795271,0.8523597007101666,0.11794277336936043,30.823699247585495
cart,0.6,2.0,36,0.9678758244205233,0.8560879250751575,0.11178789934536582,41.60739712793597
cart,0.6,2.0,37,0.9711079374471833,0.8731526456724955,0.09795529177468776,25.619407523158856
cart,0.6,2.0,38,0.9684890199474356,0.8700591469927779,0.09842987295465777,30.14941745469522
cart,0.6,2.0,39,0.9690423624452942,0.8783322872537085,0.09071007519158569,29.360109519708395
cart,0.6,2.0,4,0.9698187235148237,0.8628032961101445,0.10701542740467918,32.353350665736386
cart,0.6,2.0,40,0.9697618338449931,0.8670369937163253,0.1027248401286679,40.166806444716116
cart,0.6,2.0,41,0.967643711846535,0.8798561787128261,0.0877875331337089,30.631962081077035
cart,0.6,2.0,42,0.9701299369631867,0.8447244050968898,0.12540553186629688,33.69266204974026
cart,0.6,2.0,43,0.9726784363703369,0.8806666833767257,0.0920117529936112,38.64585339059053
cart,0.6,2.0,44,0.9676200925119095,0.8579722211574985,0.10964787135441101,24.710971865887146
cart,0.6,2.0,45,0.9665289378382304,0.8415291583359507,0.1249997795022797,48.50102085387874
cart,0.6,2.0,46,0.9697906518995993,0.8351560676039126,0.13463458429568675,35.33462876850496
cart,0.6,2.0,47,0.9649932046701165,0.8501993388912064,0.11479386577891015,36.22291781519768
cart,0.6,2.0,48,0.9716700925331485,0.874203027808507,0.0974670647246415,32.203620732631954
cart,0.6,2.0,49,0.9700750850034688,0.8543989543598423,0.11567613064362658,39.40448631717156
cart,0.6,2.0,5,0.9702120850062625,0.8433933640376183,0.12681872096864422,32.87604826811006
